episode,return_sum,return_mean,reward_a0,reward_a1,reward_a2,steps,msgs_per_ep,msg_entropy_ep,pct_comm_on,avg_pair_dist
14,-291.2160124991238,-97.0720041663746,-97.5720041663746,-96.0720041663746,-97.5720041663746,100,144,1.3862907350063325,0.48,1.6564800258974233
15,-254.99282116839584,-84.99760705613194,-84.99760705613194,-84.99760705613194,-84.99760705613194,100,141,1.3862900948524475,0.47,1.571466209193071
16,-453.1442499542253,-151.0480833180751,-151.0480833180751,-151.0480833180751,-151.0480833180751,100,150,1.38628923535347,0.5,1.9439938435951871
17,-394.1189338344456,-131.3729779448152,-131.3729779448152,-131.3729779448152,-131.3729779448152,100,141,1.3862890541553496,0.47,1.634446272055308
18,-361.20012836895035,-120.40004278965012,-120.40004278965012,-120.40004278965012,-120.40004278965012,100,165,1.386287615299225,0.55,2.5757259023189545
19,-265.83861329279443,-88.61287109759814,-88.11287109759814,-88.11287109759816,-89.61287109759814,100,126,1.3862927544116974,0.42,1.027587495595217
20,-197.4989821412528,-65.83299404708427,-66.33299404708427,-64.83299404708427,-66.33299404708427,100,156,1.386289312839508,0.52,1.4487362084289392
21,-233.26287733739048,-77.75429244579682,-77.75429244579682,-77.75429244579682,-77.75429244579682,100,153,1.3862907183170319,0.51,1.7506494704882303
22,-214.26365043778162,-71.42121681259387,-71.42121681259387,-71.42121681259387,-71.42121681259387,100,135,1.386291514635086,0.45,1.597992636958758
23,-244.33043199794997,-81.44347733264999,-81.44347733264999,-81.44347733264999,-81.44347733264999,100,150,1.3862906789779663,0.5,1.470897183219592
24,-324.0111149777142,-108.0037049925714,-108.33703832590473,-107.33703832590473,-108.33703832590473,100,153,1.3862903559207915,0.51,1.9733198454976082
25,-313.3474624331509,-104.44915414438363,-103.44915414438364,-104.94915414438364,-104.94915414438364,100,162,1.3862900388240815,0.54,1.4599056218067803
26,-512.5832289057716,-170.86107630192387,-170.36107630192387,-170.36107630192387,-171.86107630192387,100,141,1.3862888753414153,0.47,2.506583224485318
27,-233.2275672541567,-77.74252241805223,-78.4091890847189,-77.9091890847189,-76.90918908471889,100,165,1.3862915539741516,0.55,1.4822300858298936
28,-428.79130124758535,-142.93043374919512,-143.43043374919512,-143.43043374919512,-141.93043374919512,100,156,1.3862876665592194,0.52,1.6558829550941783
29,-274.4675513497568,-91.48918378325226,-91.98918378325226,-91.98918378325226,-90.48918378325226,100,150,1.3862884366512298,0.5,1.7521330315868058
30,-348.8971580194752,-116.29905267315841,-116.29905267315841,-116.29905267315841,-116.29905267315841,100,129,1.3862928676605224,0.43,1.2698332902789116
31,-278.1393437821711,-92.71311459405705,-92.71311459405705,-92.71311459405705,-92.71311459405705,100,159,1.3862891352176667,0.53,2.0539330637454984
32,-415.9638906200074,-138.65463020666914,-139.15463020666914,-139.15463020666914,-137.65463020666914,100,150,1.386290866136551,0.5,1.3231451266010603
33,-335.32300219626717,-111.7743340654224,-111.7743340654224,-111.7743340654224,-111.7743340654224,100,153,1.386291971206665,0.51,1.743178792198499
34,-377.5607238132144,-125.8535746044048,-125.8535746044048,-125.8535746044048,-125.8535746044048,100,138,1.3862894117832183,0.46,2.3258901248375574
35,-360.1199670302645,-120.03998901008816,-119.53998901008816,-119.53998901008816,-121.03998901008818,100,117,1.3862925934791566,0.39,1.8469510577619075
36,-362.7615267405831,-120.92050891352771,-121.08717558019438,-121.08717558019438,-120.58717558019438,100,174,1.3862912821769715,0.58,1.40236873815457
37,-375.98361357845397,-125.327871192818,-125.49453785948465,-125.49453785948465,-124.99453785948465,100,171,1.3862859630584716,0.57,3.069335127919913
38,-247.57422745236673,-82.52474248412224,-82.52474248412224,-82.52474248412224,-82.52474248412224,100,147,1.3862919569015504,0.49,1.609559660553932
39,-170.3296883135634,-56.7765627711878,-56.7765627711878,-56.7765627711878,-56.7765627711878,100,153,1.3862917065620421,0.51,1.4670597722132999
40,-645.0794785994494,-215.02649286648315,-213.02649286648312,-216.02649286648312,-216.02649286648312,100,174,1.3862909078598022,0.58,1.441208301683267
41,-208.57996999558105,-69.52665666519368,-68.5266566651937,-70.02665666519368,-70.02665666519368,100,150,1.3862916493415833,0.5,1.3127823898196223
42,-367.0808468899553,-122.36028229665176,-122.52694896331843,-122.52694896331843,-122.02694896331843,100,138,1.3862884736061096,0.46,2.7903355506559215
43,-294.38767277450455,-98.12922425816818,-98.62922425816818,-98.62922425816818,-97.1292242581682,100,159,1.3862897753715515,0.53,1.7797821786999704
44,-306.9822895691159,-102.32742985637196,-102.82742985637196,-102.82742985637196,-101.32742985637196,100,144,1.3862905132770538,0.48,1.4262866233289244
45,-406.3817587316905,-135.46058624389684,-136.1272529105635,-136.1272529105635,-134.12725291056353,100,159,1.3862914550304413,0.53,1.4121539952854314
46,-538.5489269889863,-179.51630899632877,-180.01630899632877,-180.01630899632877,-178.51630899632877,100,141,1.386291424036026,0.47,2.059498566786448
47,-279.3734548660913,-93.12448495536377,-93.62448495536377,-92.12448495536377,-93.62448495536377,100,129,1.3862901282310487,0.43,1.684379226565361
48,-269.18527104047973,-89.7284236801599,-89.06175701349325,-90.06175701349325,-90.06175701349325,100,180,1.3862903034687042,0.6,1.4167866360644497
49,-190.68326962985157,-63.56108987661719,-62.56108987661719,-64.06108987661719,-64.06108987661719,100,168,1.3862917196750641,0.56,1.333324680030346
50,-507.4959201044526,-169.16530670148418,-169.16530670148418,-169.16530670148418,-169.16530670148418,100,141,1.3862884104251862,0.47,2.2352215288082755
51,-286.4182087300365,-95.4727362433455,-95.4727362433455,-95.4727362433455,-95.4727362433455,100,156,1.3862914955615997,0.52,1.0965005709727607
52,-264.3696978018255,-88.1232326006085,-85.78989926727517,-89.28989926727516,-89.28989926727516,100,147,1.3862879693508148,0.49,1.690929841647546
53,-229.85673253920262,-76.61891084640088,-75.95224417973421,-76.95224417973421,-76.95224417973421,100,168,1.3862916076183318,0.56,1.0520186432202656
54,-359.1189935541869,-119.70633118472897,-118.70633118472897,-119.70633118472897,-120.70633118472897,100,144,1.3862875151634215,0.48,1.5393643763164682
55,-440.36286072047477,-146.78762024015828,-146.78762024015828,-145.78762024015825,-147.78762024015825,100,162,1.3862897992134093,0.54,2.4077216898898284
56,-433.9320814696112,-144.64402715653708,-144.31069382320374,-144.81069382320374,-144.81069382320374,100,147,1.3862884283065795,0.49,2.273033238997062
57,-430.35172733739296,-143.450575779131,-143.61724244579764,-143.11724244579764,-143.61724244579764,100,147,1.3862904357910155,0.49,2.356915532151858
58,-294.7299207889009,-98.24330692963365,-99.4099735963003,-96.9099735963003,-98.4099735963003,100,141,1.3862900161743164,0.47,1.4004909700651964
59,-161.47891618268045,-53.826305394226814,-53.826305394226814,-53.826305394226814,-53.826305394226814,100,162,1.3862920141220092,0.54,1.1126968145370482
60,-485.3407062151135,-161.78023540503784,-160.78023540503784,-162.28023540503784,-162.28023540503784,100,147,1.3862872564792632,0.49,2.2330020980536935
61,-355.2961199517779,-118.43203998392596,-118.43203998392596,-118.43203998392596,-118.43203998392596,100,156,1.386291081905365,0.52,2.513763902187347
62,-325.56472581215706,-108.52157527071903,-108.52157527071903,-108.52157527071903,-108.52157527071903,100,165,1.3862919533252716,0.55,1.7223763302961987
63,-350.9461732843371,-116.98205776144567,-115.98205776144567,-117.48205776144569,-117.48205776144569,100,144,1.3862891387939453,0.48,1.534293979803721
64,-524.4168772462446,-174.80562574874818,-174.97229241541484,-174.47229241541484,-174.97229241541484,100,147,1.3862872517108917,0.49,2.3961468667785324
65,-282.2895678407127,-94.09652261357091,-94.42985594690423,-93.42985594690424,-94.42985594690423,100,144,1.3862911427021027,0.48,1.32531624575456
66,-467.9334186141093,-155.9778062047031,-154.9778062047031,-156.4778062047031,-156.4778062047031,100,153,1.3862885808944703,0.51,2.004264731854201
67,-267.4598199427984,-89.15327331426613,-88.48660664759946,-89.48660664759946,-89.48660664759946,100,147,1.3862922549247743,0.49,1.3121046278874078
68,-300.0531224418852,-100.0177074806284,-100.0177074806284,-100.0177074806284,-100.0177074806284,100,162,1.3862907326221465,0.54,0.9793322524428367
69,-262.88696104142787,-87.6289870138093,-87.96232034714262,-87.96232034714262,-86.96232034714262,100,168,1.3862903130054474,0.56,1.7239474211136498
70,-346.56192695255623,-115.52064231751875,-115.52064231751875,-115.52064231751875,-115.52064231751875,100,162,1.386288619041443,0.54,1.8743456556399665
71,-369.9200054536084,-123.30666848453613,-123.64000181786948,-123.64000181786948,-122.64000181786946,100,153,1.3862882578372955,0.51,1.7253978526095548
72,-290.5236109819091,-96.84120366063637,-97.6745369939697,-97.1745369939697,-95.6745369939697,100,138,1.3862920022010803,0.46,1.4945241132502756
73,-353.02856895773544,-117.67618965257849,-118.17618965257849,-118.17618965257849,-116.67618965257849,100,165,1.386289895772934,0.55,1.5759829214711982
74,-307.9770565555625,-102.65901885185417,-101.65901885185417,-103.15901885185417,-103.15901885185417,100,159,1.3862919306755066,0.53,1.512032823910316
75,-215.09761043085697,-71.69920347695232,-71.36587014361899,-71.86587014361899,-71.86587014361899,100,183,1.3862913751602173,0.61,1.3237531524896622
76,-400.6945371720822,-133.5648457240274,-133.5648457240274,-133.5648457240274,-133.5648457240274,100,132,1.3862881970405578,0.44,1.700345396101475
77,-341.6838598605307,-113.89461995351023,-113.56128662017689,-114.06128662017689,-114.06128662017689,100,138,1.3862911713123323,0.46,1.1974037466446559
78,-401.17371480587906,-133.72457160195967,-132.7245716019597,-134.22457160195967,-134.22457160195967,100,156,1.3862912929058075,0.52,1.557151664197445
79,-279.7263899530482,-93.2421299843494,-94.2421299843494,-92.7421299843494,-92.7421299843494,100,186,1.386290647983551,0.62,1.2714814706146718
80,-432.8007449533508,-144.26691498445024,-144.76691498445024,-143.26691498445027,-144.76691498445024,100,159,1.386289803981781,0.53,1.3828958427906037
81,-455.144330964507,-151.714776988169,-150.04811032150235,-152.54811032150232,-152.54811032150232,100,153,1.3862923622131347,0.51,1.4877938988804815
82,-352.70587668463327,-117.56862556154442,-118.56862556154442,-117.06862556154442,-117.06862556154442,100,174,1.3862900125980377,0.58,1.8117886158575616
83,-234.6392182802347,-78.21307276007823,-78.21307276007823,-78.21307276007823,-78.21307276007823,100,144,1.3862896430492402,0.48,1.5782709689935048
84,-717.2422811814824,-239.0807603938275,-239.24742706049415,-239.24742706049415,-238.74742706049415,100,156,1.3862853419780732,0.52,2.566641520857811
85,-419.47952168587454,-139.82650722862485,-138.82650722862485,-140.32650722862485,-140.32650722862485,100,168,1.3862929904460908,0.56,1.452951334665219
86,-370.90675392879245,-123.63558464293082,-124.13558464293082,-124.13558464293082,-122.63558464293082,100,141,1.3862915658950805,0.47,1.3294857107102873
87,-399.5418803543207,-133.18062678477358,-132.5139601181069,-133.5139601181069,-133.5139601181069,100,174,1.3862902987003327,0.58,1.7058325895667077
88,-351.0839701607417,-117.02799005358058,-117.02799005358057,-117.02799005358057,-117.02799005358057,100,174,1.3862928998470307,0.58,1.3476038515567783
89,-282.4085055915624,-94.1361685305208,-94.13616853052079,-94.13616853052079,-94.13616853052079,100,156,1.3862893629074096,0.52,1.8027615821361542
90,-296.6190665060158,-98.87302216867194,-99.37302216867194,-99.37302216867194,-97.87302216867194,100,126,1.386292120218277,0.42,1.4919265045722327
91,-330.9293252277764,-110.30977507592547,-110.30977507592547,-110.30977507592547,-110.30977507592547,100,165,1.3862910604476928,0.55,1.0817566092809041
92,-248.4248470598041,-82.80828235326804,-82.80828235326804,-82.80828235326804,-82.80828235326804,100,132,1.3862914490699767,0.44,1.3132592702905337
93,-283.12891610189854,-94.37630536729951,-94.37630536729951,-94.37630536729951,-94.37630536729951,100,147,1.3862913620471955,0.49,1.196342656413714
94,-262.4322471845187,-87.4774157281729,-87.4774157281729,-87.4774157281729,-87.4774157281729,100,144,1.386290329694748,0.48,1.9239264023303986
95,-289.29678517040725,-96.43226172346908,-96.43226172346908,-96.43226172346908,-96.43226172346908,100,162,1.3862906718254089,0.54,1.711816864013672
96,-478.2115835721152,-159.40386119070507,-160.73719452403842,-160.73719452403842,-156.7371945240384,100,165,1.3862905561923982,0.55,1.4799406221012275
97,-272.39314285445346,-90.79771428481781,-91.46438095148449,-91.46438095148449,-89.46438095148449,100,162,1.386290558576584,0.54,1.5600928840041157
98,-327.66227662790845,-109.22075887596948,-109.72075887596948,-109.22075887596948,-108.72075887596948,100,156,1.3862925004959106,0.52,1.5673993104696273
99,-445.06670976873363,-148.3555699229112,-148.3555699229112,-148.3555699229112,-148.3555699229112,100,126,1.3862863206863403,0.42,2.7787384665012356
100,-365.0699505627079,-121.68998352090263,-120.02331685423597,-122.52331685423597,-122.52331685423597,100,165,1.3862892019748687,0.55,2.15209534128507
101,-391.41494666331903,-130.471648887773,-130.471648887773,-130.471648887773,-130.471648887773,100,141,1.3862902081012727,0.47,1.034133206109206
102,-330.61973741741645,-110.20657913913881,-109.87324580580548,-110.37324580580548,-110.37324580580548,100,162,1.3862839615345002,0.54,2.910931648264329
103,-411.64906285066576,-137.21635428355526,-137.71635428355526,-137.71635428355526,-136.21635428355523,100,159,1.3862917947769164,0.53,1.057647148569425
104,-332.1571303607202,-110.7190434535734,-110.7190434535734,-110.7190434535734,-110.7190434535734,100,129,1.3862891697883606,0.43,1.675134832262993
105,-337.10979740499283,-112.36993246833094,-111.53659913499762,-112.53659913499762,-113.03659913499762,100,156,1.3862899649143219,0.52,1.0889248030881087
106,-244.8863916866354,-81.62879722887847,-81.9621305622118,-81.9621305622118,-80.9621305622118,100,132,1.3862918353080749,0.44,1.251506350239118
107,-548.9959327585086,-182.99864425283621,-182.99864425283621,-182.99864425283621,-182.99864425283621,100,141,1.3862896943092347,0.47,2.110448955496152
108,-272.23059320055205,-90.74353106685068,-90.74353106685068,-90.74353106685068,-90.74353106685068,100,162,1.3862888133525848,0.54,1.7271203488111495
109,-349.41600211938805,-116.47200070646268,-116.63866737312935,-117.13866737312935,-115.63866737312935,100,141,1.3862887442111969,0.47,2.1335666444400947
110,-261.6780684786952,-87.22602282623173,-87.22602282623174,-87.22602282623174,-87.22602282623174,100,144,1.3862916696071625,0.48,1.4513143479824067
111,-423.59603348721083,-141.19867782907028,-141.19867782907028,-141.19867782907028,-141.19867782907028,100,135,1.3862893974781036,0.45,1.3055263449748356
112,-195.3823476988049,-65.12744923293496,-64.12744923293495,-65.62744923293496,-65.62744923293496,100,126,1.386288549900055,0.42,1.6308641907076042
113,-241.4010427179002,-80.46701423930007,-78.63368090596674,-81.13368090596673,-81.63368090596673,100,165,1.3862913239002228,0.55,1.5355138475696248
114,-545.9198348873665,-181.97327829578884,-181.47327829578884,-182.47327829578884,-181.97327829578884,100,159,1.3862908327579497,0.53,2.07218380967776
115,-301.3828900661903,-100.46096335539677,-100.62763002206344,-100.12763002206344,-100.62763002206344,100,162,1.3862903928756714,0.54,1.5477052908142408
116,-363.7408977515506,-121.24696591718354,-122.08029925051687,-119.58029925051687,-122.08029925051687,100,129,1.3862912690639495,0.43,1.1574141537149747
117,-318.57384381095767,-106.19128127031922,-106.52461460365255,-106.02461460365255,-106.02461460365255,100,165,1.386292029619217,0.55,1.0303964232901732
118,-427.56547950787274,-142.52182650262424,-142.52182650262424,-142.02182650262424,-143.02182650262424,100,168,1.3862912213802339,0.56,1.0310166027148564
119,-304.35770204272694,-101.45256734757565,-101.45256734757564,-101.45256734757564,-101.45256734757564,100,147,1.3862892389297485,0.49,1.6843296102682748
120,-218.3003584087307,-72.76678613624357,-72.26678613624357,-72.26678613624357,-73.76678613624357,100,156,1.3862913036346436,0.52,1.3722759702801703
121,-319.6599830535444,-106.5533276845148,-107.21999435118147,-107.21999435118147,-105.21999435118146,100,132,1.3862927103042602,0.44,1.066141776839892
122,-259.7117950465574,-86.57059834885247,-87.23726501551914,-87.23726501551914,-85.23726501551916,100,159,1.3862904620170593,0.53,1.3975070102512834
123,-476.0907464942044,-158.69691549806814,-159.19691549806814,-159.19691549806814,-157.6969154980681,100,162,1.3862880563735962,0.54,1.3256106603642308
124,-313.41770271616315,-104.47256757205439,-104.63923423872104,-104.63923423872104,-104.13923423872104,100,144,1.3862883591651916,0.48,2.242188354531924
125,-215.24813834403886,-71.74937944801295,-70.74937944801296,-72.24937944801295,-72.24937944801295,100,162,1.3862903237342834,0.54,1.419417503774166
126,-387.15618560674693,-129.05206186891564,-129.05206186891564,-129.05206186891564,-129.05206186891564,100,141,1.3862889611721039,0.47,2.1993614855408667
127,-327.48629879008615,-109.16209959669538,-108.66209959669538,-109.66209959669538,-109.16209959669541,100,150,1.3862883245944977,0.5,2.4897954608003303
128,-409.9401597291469,-136.64671990971564,-137.3133865763823,-135.81338657638233,-136.8133865763823,100,159,1.386287009716034,0.53,2.5369880118469395
129,-287.8569091025981,-95.95230303419936,-95.95230303419936,-95.95230303419936,-95.95230303419936,100,162,1.3862895691394805,0.54,1.849390066663424
130,-255.15155173046128,-85.05051724348709,-84.71718391015375,-85.21718391015376,-85.21718391015376,100,144,1.3862919926643371,0.48,1.5016218853990235
131,-583.8399082408289,-194.61330274694296,-194.77996941360965,-193.27996941360965,-195.77996941360965,100,138,1.3862877488136292,0.46,2.0971374950309594
132,-289.05422941410103,-96.35140980470032,-96.68474313803367,-95.68474313803368,-96.68474313803367,100,159,1.3862923300266266,0.53,1.5211729660630229
133,-276.63655880177316,-92.21218626725772,-91.54551960059106,-92.54551960059106,-92.54551960059106,100,153,1.3862917637825012,0.51,1.4175214843948682
134,-431.28663987526954,-143.76221329175652,-143.76221329175652,-143.76221329175652,-143.76221329175652,100,159,1.3862901210784913,0.53,1.4841193927327794
135,-228.6331605058142,-76.21105350193807,-76.5443868352714,-76.5443868352714,-75.5443868352714,100,150,1.3862914967536926,0.5,1.5962488593657809
136,-459.47349877021907,-153.15783292340635,-152.82449959007303,-153.32449959007303,-153.32449959007303,100,165,1.3862919187545777,0.55,1.6999694430828094
137,-420.604200930986,-140.2014003103287,-138.86806697699535,-140.86806697699532,-140.86806697699532,100,162,1.3862921786308289,0.54,1.4346218374371529
138,-214.07351471763403,-71.35783823921135,-71.69117157254468,-70.69117157254468,-71.69117157254468,100,144,1.386290694475174,0.48,1.1982513686021168
139,-214.64038347359804,-71.54679449119935,-72.54679449119935,-72.04679449119935,-70.04679449119935,100,168,1.3862905752658845,0.56,1.5021400089065235
140,-283.074048676122,-94.358016225374,-93.358016225374,-94.858016225374,-94.858016225374,100,147,1.3862910485267639,0.49,1.187883799870809
141,-261.38708889303007,-87.12902963101003,-87.12902963101003,-87.12902963101003,-87.12902963101003,100,147,1.3862919616699219,0.49,1.4757357982794446
142,-206.23581907347295,-68.74527302449098,-68.74527302449098,-68.74527302449098,-68.74527302449098,100,162,1.3862872183322907,0.54,2.014464156428973
143,-346.3032405728087,-115.43441352426957,-114.43441352426956,-115.93441352426956,-115.93441352426956,100,141,1.3862907588481903,0.47,1.5855236710608012
144,-314.53777954100866,-104.84592651366955,-105.67925984700288,-104.67925984700288,-104.17925984700288,100,162,1.3862922728061675,0.54,1.4183780498802663
145,-203.35004285863073,-67.78334761954359,-67.1166809528769,-68.11668095287692,-68.11668095287692,100,153,1.386292065382004,0.51,1.1914917162060739
146,-226.96834747475708,-75.65611582491903,-75.8227824915857,-75.8227824915857,-75.3227824915857,100,156,1.3862912130355836,0.52,1.144171117246151
147,-275.09657225000916,-91.69885741666972,-91.69885741666972,-91.69885741666972,-91.69885741666972,100,132,1.3862888658046721,0.44,1.6546191782752675
148,-288.3387094680194,-96.11290315600645,-96.11290315600645,-96.11290315600645,-96.11290315600645,100,135,1.3862907898426056,0.45,1.7368118500709533
149,-303.07015966942686,-101.02338655647561,-101.02338655647563,-101.02338655647563,-101.02338655647563,100,156,1.3862897050380707,0.52,1.7639248059193295
150,-383.3500158610889,-127.78333862036295,-127.78333862036295,-127.78333862036295,-127.78333862036295,100,150,1.3862872564792632,0.5,2.1577351260185242
151,-266.1895562106549,-88.72985207021831,-89.39651873688499,-89.39651873688499,-87.39651873688497,100,171,1.3862884986400603,0.57,1.5297485481699307
152,-390.40960244444216,-130.13653414814738,-130.13653414814738,-130.13653414814738,-130.13653414814738,100,150,1.3862889003753662,0.5,1.6097261873881024
153,-312.8169617687619,-104.27232058958731,-104.27232058958731,-104.27232058958731,-104.27232058958731,100,135,1.3862915563583373,0.45,1.671493437389533
154,-377.96015697892966,-125.98671899297655,-125.98671899297655,-125.98671899297655,-125.98671899297655,100,147,1.3862872552871703,0.49,2.0367561342318856
155,-644.6272491411285,-214.8757497137095,-213.8757497137095,-215.3757497137095,-215.3757497137095,100,141,1.3862877953052521,0.47,1.6703788589437805
156,-377.1405189603906,-125.7135063201302,-125.88017298679686,-125.38017298679686,-125.88017298679686,100,147,1.3862853169441223,0.49,2.4454239788651466
157,-394.9605608152202,-131.65352027174006,-131.65352027174006,-131.65352027174006,-131.65352027174006,100,138,1.3862874710559845,0.46,2.258373700181643
158,-203.02701065069905,-67.67567021689969,-67.84233688356635,-67.34233688356636,-67.84233688356635,100,180,1.386291068792343,0.6,1.8605347174406048
159,-388.9079119220865,-129.6359706406955,-128.96930397402883,-129.46930397402883,-130.46930397402883,100,165,1.386287008523941,0.55,2.799177830989162
160,-350.28243637082267,-116.76081212360755,-116.92747879027422,-116.42747879027422,-116.92747879027422,100,150,1.3862889087200165,0.5,2.3806695444881916
161,-218.5304864483041,-72.84349548276803,-72.84349548276803,-72.84349548276803,-72.84349548276803,100,147,1.3862873065471648,0.49,1.8169205339749654
162,-273.91374454612225,-91.30458151537408,-91.63791484870741,-91.63791484870741,-90.63791484870741,100,138,1.3862905061244966,0.46,1.683809628734986
163,-399.2729272680612,-133.0909757560204,-132.25764242268707,-133.75764242268707,-133.25764242268707,100,144,1.3862907552719117,0.48,1.9878286789854365
164,-322.0336056957425,-107.34453523191416,-107.01120189858082,-108.51120189858082,-106.51120189858082,100,162,1.3862871551513671,0.54,2.060937048445145
165,-240.30586753220666,-80.10195584406888,-80.26862251073554,-79.26862251073557,-80.76862251073554,100,159,1.3862901723384857,0.53,1.153146954079469
166,-203.632441116593,-67.87748037219767,-68.04414703886432,-67.54414703886432,-68.04414703886432,100,126,1.3862883126735688,0.42,1.7780977859099705
167,-358.4824888438245,-119.4941629479415,-119.4941629479415,-119.4941629479415,-119.4941629479415,100,150,1.3862893283367157,0.5,1.7242082726955417
168,-287.7439976151852,-95.9146658717284,-96.24799920506175,-96.24799920506175,-95.24799920506175,100,123,1.386290612220764,0.41,1.860828633805116
169,-347.9965156340063,-115.99883854466877,-116.49883854466877,-116.49883854466877,-114.99883854466876,100,114,1.3862912249565125,0.38,1.4825813362002374
170,-334.22056633863866,-111.40685544621289,-111.40685544621289,-111.40685544621289,-111.40685544621289,100,156,1.3862919116020203,0.52,1.3080683252215386
171,-372.2711395078968,-124.0903798359656,-124.75704650263226,-122.75704650263226,-124.75704650263226,100,126,1.3862912034988404,0.42,1.7378962545096872
172,-458.1570603499774,-152.71902011665915,-152.71902011665915,-152.71902011665915,-152.71902011665915,100,129,1.3862904608249664,0.43,1.5285867152611414
173,-430.7535204783909,-143.5845068261303,-143.5845068261303,-143.5845068261303,-143.5845068261303,100,123,1.3862856543064117,0.41,2.529635540147622
174,-361.2958472021925,-120.4319490673975,-120.93194906739748,-119.43194906739748,-120.93194906739748,100,138,1.3862863159179688,0.46,1.819807500044505
175,-353.90981029264066,-117.96993676421356,-118.80327009754689,-118.80327009754689,-116.30327009754689,100,171,1.3862908160686493,0.57,1.2479875907301903
176,-255.7251022209124,-85.24170074030413,-85.07503407363747,-86.07503407363747,-84.57503407363747,100,114,1.3862909376621246,0.38,1.2142330659429235
177,-314.6400246486502,-104.88000821621672,-105.38000821621672,-105.38000821621672,-103.88000821621672,100,144,1.3862890124320983,0.48,1.2059063663333653
178,-302.77254124120407,-100.92418041373469,-100.92418041373469,-100.92418041373469,-100.92418041373469,100,171,1.3862884652614593,0.57,2.0780055185159045
179,-219.33125537085823,-73.11041845695274,-73.11041845695274,-73.11041845695274,-73.11041845695274,100,168,1.386289985179901,0.56,1.7237530509630838
180,-379.98729784874143,-126.66243261624714,-126.66243261624714,-126.66243261624714,-126.66243261624714,100,150,1.3862903261184691,0.5,1.749749643007914
181,-451.97218176195656,-150.6573939206522,-150.32406058731885,-150.82406058731885,-150.82406058731885,100,117,1.386290225982666,0.39,1.3036512715617818
182,-334.9594424998236,-111.6531474999412,-112.81981416660787,-110.81981416660787,-111.31981416660787,100,156,1.3862917029857635,0.52,1.4386478440711894
183,-256.7690999629927,-85.58969998766423,-85.92303332099756,-84.92303332099758,-85.92303332099756,100,156,1.3862897109985353,0.52,1.5066252525647483
184,-214.45132929677987,-71.48377643225996,-71.48377643225996,-71.48377643225996,-71.48377643225996,100,141,1.386291160583496,0.47,1.383413859109084
185,-262.59553577879797,-87.53184525959932,-87.19851192626598,-87.19851192626598,-88.19851192626598,100,141,1.386292017698288,0.47,0.7992135432362556
186,-354.5363558578038,-118.17878528593461,-118.17878528593461,-118.17878528593461,-118.17878528593461,100,147,1.386292612552643,0.49,1.0552829788128535
187,-338.8674170435627,-112.95580568118756,-113.78913901452088,-111.28913901452088,-113.78913901452088,100,120,1.3862923407554626,0.4,1.2668729849159717
188,-368.56000775046533,-122.85333591682178,-121.85333591682178,-123.35333591682178,-123.35333591682178,100,123,1.3862904274463654,0.41,1.1371780082086722
189,-279.44289635154803,-93.14763211718268,-93.14763211718268,-93.14763211718268,-93.14763211718268,100,150,1.3862917554378509,0.5,1.3389624712864556
190,-198.06966565897218,-66.02322188632407,-64.3565552196574,-66.8565552196574,-66.8565552196574,100,156,1.3862927770614624,0.52,0.8185790389776229
191,-376.8008843593467,-125.6002947864489,-127.1002947864489,-125.60029478644891,-124.1002947864489,100,171,1.3862911677360534,0.57,1.2656251997252306
