episode,return_sum,return_mean,reward_a0,reward_a1,reward_a2,steps,msgs_per_ep,msg_entropy_ep,seed,K_vocab
45,-191.1927000471604,-63.73090001572013,-63.8975666823868,-63.3975666823868,-63.8975666823868,50,150,nan,1,4
46,-102.16468708261695,-34.05489569420565,-34.05489569420565,-34.05489569420565,-34.05489569420565,50,150,nan,1,4
47,-196.54577184477398,-65.51525728159133,-65.51525728159133,-65.51525728159133,-65.51525728159133,50,150,nan,1,4
48,-161.9255596941211,-53.97518656470703,-54.141853231373695,-54.141853231373695,-53.641853231373695,50,150,nan,1,4
49,-163.4459376594296,-54.481979219809865,-54.48197921980987,-54.48197921980987,-54.48197921980987,50,150,nan,1,4
50,-187.2975705204872,-62.432523506829064,-62.432523506829064,-62.432523506829064,-62.432523506829064,50,150,nan,1,4
51,-109.03115683939504,-36.34371894646501,-36.34371894646501,-36.34371894646501,-36.34371894646501,50,150,nan,1,4
52,-206.75091128013614,-68.91697042671204,-69.08363709337871,-68.58363709337871,-69.08363709337871,50,150,nan,1,4
53,-258.06219312180167,-86.02073104060055,-85.68739770726722,-86.18739770726722,-86.18739770726722,50,150,nan,1,4
54,-99.98495950789464,-33.328319835964884,-33.328319835964884,-33.328319835964884,-33.328319835964884,50,150,nan,1,4
55,-122.39989114042476,-40.79996371347492,-40.79996371347492,-40.79996371347492,-40.79996371347492,50,150,nan,1,4
56,-143.4731864546016,-47.8243954848672,-47.8243954848672,-47.8243954848672,-47.8243954848672,50,150,nan,1,4
57,-92.02218673111307,-30.674062243704356,-30.674062243704356,-30.674062243704356,-30.674062243704356,50,150,nan,1,4
58,-194.57298119666768,-64.85766039888922,-64.85766039888922,-64.85766039888922,-64.85766039888922,50,150,nan,1,4
59,-166.28765442191985,-55.429218140639954,-55.42921814063995,-55.42921814063995,-55.42921814063995,50,150,nan,1,4
60,-106.62909979543267,-35.543033265144224,-35.543033265144224,-35.543033265144224,-35.543033265144224,50,150,nan,1,4
61,-74.78459399053054,-24.92819799684351,-24.92819799684351,-24.92819799684351,-24.92819799684351,50,150,nan,1,4
62,-97.21708604027589,-32.40569534675863,-32.40569534675863,-32.40569534675863,-32.40569534675863,50,150,nan,1,4
63,-124.81980798301615,-41.60660266100538,-41.60660266100538,-41.60660266100538,-41.60660266100538,50,150,nan,1,4
64,-110.67769026769943,-36.892563422566475,-36.892563422566475,-36.892563422566475,-36.892563422566475,50,150,nan,1,4
65,-68.9935318918522,-22.997843963950732,-22.997843963950732,-22.997843963950732,-22.997843963950732,50,150,nan,1,4
66,-170.5854918594141,-56.8618306198047,-56.8618306198047,-56.8618306198047,-56.8618306198047,50,150,nan,1,4
67,-190.08242292602134,-63.36080764200711,-63.36080764200711,-63.36080764200711,-63.36080764200711,50,150,nan,1,4
68,-100.2288120522852,-33.4096040174284,-33.4096040174284,-33.4096040174284,-33.4096040174284,50,150,nan,1,4
69,-218.5053841777334,-72.83512805924447,-72.83512805924447,-72.83512805924447,-72.83512805924447,50,150,nan,1,4
70,-150.79779333649225,-50.26593111216408,-50.26593111216408,-50.26593111216408,-50.26593111216408,50,150,nan,1,4
71,-185.17679584221452,-61.72559861407151,-61.7255986140715,-61.7255986140715,-61.7255986140715,50,150,nan,1,4
72,-163.57756658348003,-54.52585552782668,-54.52585552782668,-54.52585552782668,-54.52585552782668,50,150,nan,1,4
73,-180.96363103421177,-60.32121034473726,-60.32121034473726,-60.32121034473726,-60.32121034473726,50,150,nan,1,4
74,-172.65566546960727,-57.55188848986909,-57.55188848986909,-57.55188848986909,-57.55188848986909,50,150,nan,1,4
75,-100.75282631363226,-33.584275437877416,-33.584275437877416,-33.584275437877416,-33.584275437877416,50,150,nan,1,4
76,-128.6140948637285,-42.871364954576165,-42.53803162124283,-43.03803162124283,-43.03803162124283,50,150,nan,1,4
77,-130.33004293667557,-43.443347645558525,-43.61001431222519,-43.61001431222519,-43.11001431222519,50,150,nan,1,4
78,-215.1017860563938,-71.70059535213126,-71.86726201879793,-71.86726201879793,-71.36726201879793,50,150,nan,1,4
79,-143.91847478088903,-47.97282492696301,-47.972824926963014,-47.972824926963014,-47.972824926963014,50,150,nan,1,4
80,-68.01069014212774,-22.670230047375913,-22.670230047375917,-22.670230047375917,-22.670230047375917,50,150,nan,1,4
81,-294.1961048294352,-98.06536827647841,-98.06536827647841,-98.06536827647841,-98.06536827647841,50,150,nan,1,4
82,-137.87735084122863,-45.95911694707621,-45.95911694707621,-45.95911694707621,-45.95911694707621,50,150,nan,1,4
83,-163.33682763421277,-54.44560921140425,-54.612275878070925,-54.612275878070925,-54.112275878070925,50,150,nan,1,4
84,-77.84715566287781,-25.949051887625938,-25.949051887625938,-25.949051887625938,-25.949051887625938,50,150,nan,1,4
85,-155.9169091744579,-51.97230305815264,-51.97230305815264,-51.97230305815264,-51.97230305815264,50,150,nan,1,4
86,-170.58676340352548,-56.86225446784183,-56.86225446784182,-56.86225446784182,-56.86225446784182,50,150,nan,1,4
87,-152.0118321428925,-50.6706107142975,-50.6706107142975,-50.6706107142975,-50.6706107142975,50,150,nan,1,4
88,-106.07324235211965,-35.35774745070655,-35.52441411737322,-35.02441411737322,-35.52441411737322,50,150,nan,1,4
89,-144.80030440143878,-48.266768133812924,-48.266768133812924,-48.266768133812924,-48.266768133812924,50,150,nan,1,4
90,-73.6038331972988,-24.534611065766267,-24.534611065766263,-24.534611065766263,-24.534611065766263,50,150,nan,1,4
91,-111.75607124656678,-37.25202374885559,-37.25202374885559,-37.25202374885559,-37.25202374885559,50,150,nan,1,4
92,-99.57831367584683,-33.19277122528228,-33.19277122528228,-33.19277122528228,-33.19277122528228,50,150,nan,1,4
93,-119.0614936523404,-39.68716455078013,-39.68716455078013,-39.68716455078013,-39.68716455078013,50,150,nan,1,4
94,-135.20261656578015,-45.06753885526005,-45.067538855260054,-45.067538855260054,-45.067538855260054,50,150,nan,1,4
95,-205.0641817243855,-68.35472724146183,-68.35472724146183,-68.35472724146183,-68.35472724146183,50,150,nan,1,4
96,-190.37380210437067,-63.45793403479022,-63.45793403479023,-63.45793403479023,-63.45793403479023,50,150,nan,1,4
97,-240.8546928389442,-80.2848976129814,-79.95156427964807,-80.45156427964807,-80.45156427964807,50,150,nan,1,4
98,-107.41955709086511,-35.80651903028837,-35.973185696955035,-35.47318569695504,-35.973185696955035,50,150,nan,1,4
99,-158.4415542351824,-52.81385141172746,-52.980518078394134,-52.480518078394134,-52.980518078394134,50,150,nan,1,4
100,-45.66626972966368,-15.222089909887893,-15.222089909887895,-15.222089909887895,-15.222089909887895,50,150,nan,1,4
101,-98.02448426637898,-32.67482808879299,-32.67482808879299,-32.67482808879299,-32.67482808879299,50,150,nan,1,4
102,-137.70142216171485,-45.90047405390495,-45.90047405390495,-45.90047405390495,-45.90047405390495,50,150,nan,1,4
103,-136.31373941368778,-45.437913137895926,-45.437913137895926,-45.437913137895926,-45.437913137895926,50,150,nan,1,4
104,-152.06374114316472,-50.68791371438824,-50.68791371438824,-50.68791371438824,-50.68791371438824,50,150,nan,1,4
105,-196.32265836893035,-65.44088612297678,-65.60755278964345,-65.10755278964345,-65.60755278964345,50,150,nan,1,4
106,-137.04916216100708,-45.683054053669025,-45.683054053669025,-45.683054053669025,-45.683054053669025,50,150,nan,1,4
107,-181.24622844829162,-60.41540948276387,-60.41540948276387,-60.41540948276387,-60.41540948276387,50,150,nan,1,4
108,-146.39812408052472,-48.79937469350824,-48.79937469350824,-48.79937469350824,-48.79937469350824,50,150,nan,1,4
109,-150.00882819903785,-50.00294273301262,-50.00294273301262,-50.00294273301262,-50.00294273301262,50,150,nan,1,4
110,-105.11120556116475,-35.03706852038825,-35.03706852038825,-35.03706852038825,-35.03706852038825,50,150,nan,1,4
111,-82.17878137095806,-27.392927123652687,-27.39292712365269,-27.39292712365269,-27.39292712365269,50,150,nan,1,4
112,-136.55650759075044,-45.51883586358348,-45.51883586358348,-45.51883586358348,-45.51883586358348,50,150,nan,1,4
113,-141.23768588747376,-47.07922862915792,-47.07922862915792,-47.07922862915792,-47.07922862915792,50,150,nan,1,4
114,-112.92469711246534,-37.64156570415511,-37.64156570415511,-37.64156570415511,-37.64156570415511,50,150,nan,1,4
115,-133.86807035070152,-44.62269011690051,-44.62269011690051,-44.62269011690051,-44.62269011690051,50,150,nan,1,4
116,-122.69868066031788,-40.89956022010596,-40.56622688677263,-41.066226886772625,-41.066226886772625,50,150,nan,1,4
117,-206.49705434506814,-68.83235144835605,-68.83235144835605,-68.83235144835605,-68.83235144835605,50,150,nan,1,4
118,-221.65199221769876,-73.88399740589959,-73.55066407256625,-74.05066407256625,-74.05066407256625,50,150,nan,1,4
119,-133.04259095688275,-44.347530318960914,-44.347530318960914,-44.347530318960914,-44.347530318960914,50,150,nan,1,4
120,-121.03345725961955,-40.34448575320652,-40.34448575320652,-40.34448575320652,-40.34448575320652,50,150,nan,1,4
121,-163.49804132346617,-54.499347107822054,-54.49934710782206,-54.49934710782206,-54.49934710782206,50,150,nan,1,4
122,-184.8146166103079,-61.60487220343597,-61.60487220343596,-61.60487220343596,-61.60487220343596,50,150,nan,1,4
123,-288.1222321292277,-96.0407440430759,-96.0407440430759,-96.0407440430759,-96.0407440430759,50,150,nan,1,4
124,-122.19938981292796,-40.73312993764265,-40.73312993764265,-40.73312993764265,-40.73312993764265,50,150,nan,1,4
125,-227.9892475966505,-75.99641586555016,-76.16308253221683,-76.16308253221683,-75.66308253221683,50,150,nan,1,4
126,-248.16242411148158,-82.72080803716052,-82.72080803716052,-82.72080803716052,-82.72080803716052,50,150,nan,1,4
127,-116.49291715763319,-38.83097238587773,-38.83097238587773,-38.83097238587773,-38.83097238587773,50,150,nan,1,4
128,-238.072176064555,-79.35739202151834,-79.35739202151834,-79.35739202151834,-79.35739202151834,50,150,nan,1,4
129,-143.4072121816502,-47.80240406055007,-47.80240406055007,-47.80240406055007,-47.80240406055007,50,150,nan,1,4
130,-104.61169167491241,-34.87056389163747,-34.87056389163747,-34.87056389163747,-34.87056389163747,50,150,nan,1,4
131,-122.58150315915134,-40.86050105305045,-40.86050105305045,-40.86050105305045,-40.86050105305045,50,150,nan,1,4
132,-133.96313050572212,-44.654376835240704,-44.654376835240704,-44.654376835240704,-44.654376835240704,50,150,nan,1,4
133,-164.56466563737033,-54.85488854579011,-54.85488854579011,-54.85488854579011,-54.85488854579011,50,150,nan,1,4
134,-141.0206010376956,-47.0068670125652,-47.006867012565195,-47.006867012565195,-47.006867012565195,50,150,nan,1,4
135,-173.49521228559234,-57.83173742853078,-57.83173742853078,-57.83173742853078,-57.83173742853078,50,150,nan,1,4
136,-148.36316934380557,-49.454389781268524,-49.454389781268524,-49.454389781268524,-49.454389781268524,50,150,nan,1,4
137,-232.0850928338392,-77.36169761127974,-77.36169761127974,-77.36169761127974,-77.36169761127974,50,150,nan,1,4
138,-119.67280789097887,-39.89093596365962,-39.89093596365962,-39.89093596365962,-39.89093596365962,50,150,nan,1,4
139,-222.38486990053048,-74.1282899668435,-74.29495663351015,-73.79495663351015,-74.29495663351015,50,150,nan,1,4
140,-119.68276814620145,-39.894256048733816,-39.894256048733816,-39.894256048733816,-39.894256048733816,50,150,nan,1,4
141,-141.23800285593097,-47.079334285310324,-46.746000951976995,-47.24600095197699,-47.24600095197699,50,150,nan,1,4
142,-192.56882041943015,-64.18960680647672,-64.18960680647672,-64.18960680647672,-64.18960680647672,50,150,nan,1,4
143,-219.30354465378312,-73.10118155126104,-72.7678482179277,-73.2678482179277,-73.2678482179277,50,150,nan,1,4
144,-242.0878254764076,-80.6959418254692,-80.6959418254692,-80.6959418254692,-80.6959418254692,50,150,nan,1,4
145,-160.92720303894814,-53.64240101298271,-53.64240101298271,-53.64240101298271,-53.64240101298271,50,150,nan,1,4
146,-184.1849751320424,-61.394991710680806,-61.394991710680806,-61.394991710680806,-61.394991710680806,50,150,nan,1,4
147,-109.1244481614132,-36.3748160538044,-36.3748160538044,-36.3748160538044,-36.3748160538044,50,150,nan,1,4
148,-168.05853983040777,-56.01951327680259,-56.01951327680259,-56.01951327680259,-56.01951327680259,50,150,nan,1,4
149,-128.8711491873109,-42.95704972910363,-42.95704972910363,-42.95704972910363,-42.95704972910363,50,150,nan,1,4
150,-178.1972786415264,-59.399092880508796,-59.56575954717547,-59.06575954717547,-59.56575954717547,50,150,nan,1,4
151,-178.82908976095734,-59.609696586985784,-59.609696586985784,-59.609696586985784,-59.609696586985784,50,150,nan,1,4
152,-182.6379800966702,-60.87932669889006,-60.87932669889006,-60.87932669889006,-60.87932669889006,50,150,nan,1,4
153,-110.03666064176585,-36.678886880588614,-36.678886880588614,-36.678886880588614,-36.678886880588614,50,150,nan,1,4
154,-106.80620649571712,-35.602068831905704,-35.43540216523904,-35.43540216523904,-35.93540216523904,50,150,nan,1,4
155,-301.04612822009983,-100.34870940669994,-100.51537607336661,-100.51537607336661,-100.01537607336661,50,150,nan,1,4
156,-154.27300540004586,-51.42433513334862,-51.59100180001529,-51.09100180001529,-51.59100180001529,50,150,nan,1,4
157,-211.4050032191322,-70.4683344063774,-70.4683344063774,-70.4683344063774,-70.4683344063774,50,150,nan,1,4
158,-137.86977198126172,-45.956590660420574,-45.956590660420574,-45.956590660420574,-45.956590660420574,50,150,nan,1,4
159,-133.78563304625422,-44.59521101541807,-44.59521101541807,-44.59521101541807,-44.59521101541807,50,150,nan,1,4
160,-133.73123462439622,-44.57707820813207,-44.57707820813207,-44.57707820813207,-44.57707820813207,50,150,nan,1,4
161,-102.4955541730312,-34.16518472434373,-34.16518472434373,-34.16518472434373,-34.16518472434373,50,150,nan,1,4
162,-106.70398514410262,-35.567995048034206,-35.567995048034206,-35.567995048034206,-35.567995048034206,50,150,nan,1,4
163,-89.12652179766172,-29.708840599220576,-29.708840599220576,-29.708840599220576,-29.708840599220576,50,150,nan,1,4
164,-137.03261977133002,-45.67753992377667,-45.67753992377667,-45.67753992377667,-45.67753992377667,50,150,nan,1,4
165,-190.5288488473528,-63.509616282450935,-63.6762829491176,-63.6762829491176,-63.1762829491176,50,150,nan,1,4
166,-89.88492312646964,-29.961641042156547,-29.961641042156547,-29.961641042156547,-29.961641042156547,50,150,nan,1,4
167,-140.0318195303967,-46.6772731767989,-46.6772731767989,-46.6772731767989,-46.6772731767989,50,150,nan,1,4
168,-228.07452398660138,-76.02484132886713,-75.19150799553378,-76.6915079955338,-76.1915079955338,50,150,nan,1,4
169,-223.10205703900695,-74.36735234633565,-75.03401901300231,-73.53401901300234,-74.53401901300231,50,150,nan,1,4
170,-67.20616854167929,-22.402056180559764,-22.402056180559764,-22.402056180559764,-22.402056180559764,50,150,nan,1,4
171,-83.98269795120571,-27.9942326504019,-27.66089931706857,-28.16089931706857,-28.16089931706857,50,150,nan,1,4
172,-278.9270795593444,-92.97569318644814,-92.97569318644814,-92.97569318644814,-92.97569318644814,50,150,nan,1,4
173,-96.05674963344791,-32.018916544482636,-32.018916544482636,-32.018916544482636,-32.018916544482636,50,150,nan,1,4
174,-122.18554094686492,-40.72851364895497,-40.72851364895497,-40.72851364895497,-40.72851364895497,50,150,nan,1,4
175,-199.30469717198105,-66.43489905732702,-66.43489905732702,-66.43489905732702,-66.43489905732702,50,150,nan,1,4
176,-202.9248284171586,-67.64160947238621,-67.64160947238621,-67.64160947238621,-67.64160947238621,50,150,nan,1,4
177,-225.34148006190065,-75.11382668730022,-75.11382668730022,-75.11382668730022,-75.11382668730022,50,150,nan,1,4
178,-218.53932336989658,-72.84644112329886,-72.84644112329886,-72.84644112329886,-72.84644112329886,50,150,nan,1,4
179,-125.44194842408729,-41.813982808029095,-41.813982808029095,-41.813982808029095,-41.813982808029095,50,150,nan,1,4
180,-117.24187647209878,-39.080625490699596,-39.74729215736626,-39.24729215736626,-38.24729215736626,50,150,nan,1,4
181,-135.41399128221843,-45.13799709407281,-45.13799709407281,-45.13799709407281,-45.13799709407281,50,150,nan,1,4
182,-172.37253744085316,-57.457512480284386,-57.457512480284386,-57.457512480284386,-57.457512480284386,50,150,nan,1,4
183,-136.7019417097598,-45.56731390325327,-45.567313903253265,-45.567313903253265,-45.567313903253265,50,150,nan,1,4
184,-116.79658582164058,-38.93219527388019,-38.93219527388019,-38.93219527388019,-38.93219527388019,50,150,nan,1,4
185,-98.33791420768895,-32.77930473589632,-32.77930473589632,-32.77930473589632,-32.77930473589632,50,150,nan,1,4
186,-102.79141977133725,-34.263806590445746,-34.263806590445746,-34.263806590445746,-34.263806590445746,50,150,nan,1,4
187,-115.76927981405913,-38.58975993801971,-38.58975993801971,-38.58975993801971,-38.58975993801971,50,150,nan,1,4
188,-143.41191727170317,-47.80397242390106,-47.80397242390106,-47.80397242390106,-47.80397242390106,50,150,nan,1,4
189,-97.08069161002268,-32.36023053667423,-32.36023053667423,-32.36023053667423,-32.36023053667423,50,150,nan,1,4
190,-86.86264708074913,-28.95421569358304,-28.95421569358304,-28.95421569358304,-28.95421569358304,50,150,nan,1,4
191,-150.45854704592512,-50.15284901530837,-50.15284901530837,-50.15284901530837,-50.15284901530837,50,150,nan,1,4
192,-208.55087501207527,-69.51695833735842,-69.51695833735842,-69.51695833735842,-69.51695833735842,50,150,nan,1,4
193,-209.71095677671207,-69.90365225890402,-69.90365225890402,-69.90365225890402,-69.90365225890402,50,150,nan,1,4
194,-189.6283598341991,-63.20945327806637,-63.20945327806636,-63.20945327806636,-63.20945327806636,50,150,nan,1,4
195,-181.76351502399373,-60.58783834133124,-60.58783834133124,-60.58783834133124,-60.58783834133124,50,150,nan,1,4
196,-283.58522150129556,-94.52840716709852,-94.52840716709852,-94.52840716709852,-94.52840716709852,50,150,nan,1,4
197,-170.323100799565,-56.77436693318833,-56.941033599855,-56.441033599855,-56.941033599855,50,150,nan,1,4
198,-140.58602420163834,-46.86200806721278,-46.862008067212784,-46.862008067212784,-46.862008067212784,50,150,nan,1,4
199,-82.43871892967815,-27.479572976559382,-27.646239643226046,-27.146239643226046,-27.646239643226046,50,150,nan,1,4
200,-121.69442264338915,-40.564807547796384,-40.564807547796384,-40.564807547796384,-40.564807547796384,50,150,nan,1,4
201,-215.34401682583862,-71.7813389419462,-71.94800560861287,-71.44800560861287,-71.94800560861287,50,150,nan,1,4
202,-110.40153762931294,-36.80051254310431,-36.80051254310431,-36.80051254310431,-36.80051254310431,50,150,nan,1,4
203,-116.94415826455764,-38.98138608818588,-38.98138608818588,-38.98138608818588,-38.98138608818588,50,150,nan,1,4
204,-211.18032755763596,-70.39344251921199,-69.89344251921199,-70.89344251921199,-70.39344251921197,50,150,nan,1,4
205,-236.0277211948672,-78.67590706495574,-78.67590706495574,-78.67590706495574,-78.67590706495574,50,150,nan,1,4
206,-126.66216016622745,-42.22072005540915,-41.88738672207582,-42.38738672207582,-42.38738672207582,50,150,nan,1,4
207,-127.16849199123077,-42.38949733041026,-42.55616399707692,-42.05616399707693,-42.55616399707692,50,150,nan,1,4
208,-217.59743334395645,-72.53247778131882,-72.53247778131882,-72.53247778131882,-72.53247778131882,50,150,nan,1,4
209,-90.25216462993234,-30.084054876644114,-30.084054876644114,-30.084054876644114,-30.084054876644114,50,150,nan,1,4
210,-141.28028402465782,-47.09342800821927,-47.09342800821927,-47.09342800821927,-47.09342800821927,50,150,nan,1,4
211,-176.73307834998644,-58.91102611666215,-58.91102611666215,-58.91102611666215,-58.91102611666215,50,150,nan,1,4
212,-188.84215724650682,-62.94738574883561,-62.9473857488356,-62.9473857488356,-62.9473857488356,50,150,nan,1,4
213,-265.26566888415437,-88.42188962805146,-88.42188962805146,-88.42188962805146,-88.42188962805146,50,150,nan,1,4
214,-157.20158908285066,-52.400529694283556,-52.400529694283556,-52.400529694283556,-52.400529694283556,50,150,nan,1,4
215,-146.8416852927223,-48.94722843090744,-48.94722843090744,-48.94722843090744,-48.94722843090744,50,150,nan,1,4
216,-123.46842364161795,-41.15614121387265,-41.322807880539315,-41.322807880539315,-40.822807880539315,50,150,nan,1,4
217,-78.38654683113604,-26.128848943712015,-26.128848943712015,-26.128848943712015,-26.128848943712015,50,150,nan,1,4
218,-156.57970582842327,-52.19323527614109,-52.19323527614109,-52.19323527614109,-52.19323527614109,50,150,nan,1,4
219,-128.64958766092502,-42.88319588697501,-42.88319588697501,-42.88319588697501,-42.88319588697501,50,150,nan,1,4
220,-79.16174200269987,-26.38724733423329,-26.38724733423329,-26.38724733423329,-26.38724733423329,50,150,nan,1,4
221,-156.01095545068839,-52.00365181689613,-52.00365181689613,-52.00365181689613,-52.00365181689613,50,150,nan,1,4
222,-189.68526070454377,-63.228420234847924,-62.89508690151459,-63.39508690151459,-63.39508690151459,50,150,nan,1,4
223,-215.8393180607706,-71.94643935359021,-71.94643935359021,-71.94643935359021,-71.94643935359021,50,150,nan,1,4
224,-149.37369472394263,-49.79123157464755,-49.79123157464755,-49.79123157464755,-49.79123157464755,50,150,nan,1,4
225,-87.14180250781553,-29.047267502605177,-29.047267502605177,-29.047267502605177,-29.047267502605177,50,150,nan,1,4
226,-186.25438966464884,-62.08479655488295,-62.08479655488295,-62.08479655488295,-62.08479655488295,50,150,nan,1,4
227,-216.10153752146095,-72.03384584048699,-72.03384584048699,-72.03384584048699,-72.03384584048699,50,150,nan,1,4
228,-141.2377903066015,-47.07926343553384,-47.07926343553384,-47.07926343553384,-47.07926343553384,50,150,nan,1,4
229,-110.58669807176187,-36.86223269058729,-36.86223269058729,-36.86223269058729,-36.86223269058729,50,150,nan,1,4
230,-131.18980201161062,-43.729934003870206,-43.729934003870206,-43.729934003870206,-43.729934003870206,50,150,nan,1,4
231,-75.80680367976493,-25.268934559921643,-25.268934559921643,-25.268934559921643,-25.268934559921643,50,150,nan,1,4
232,-143.3576424166067,-47.78588080553556,-48.452547472202234,-46.952547472202234,-47.952547472202234,50,150,nan,1,4
233,-129.3527412913886,-43.11758043046287,-43.117580430462866,-43.117580430462866,-43.117580430462866,50,150,nan,1,4
234,-125.85336613952481,-41.95112204650827,-41.95112204650827,-41.95112204650827,-41.95112204650827,50,150,nan,1,4
235,-133.96720558055256,-44.65573519351752,-44.65573519351752,-44.65573519351752,-44.65573519351752,50,150,nan,1,4
236,-130.89552275243113,-43.63184091747704,-43.63184091747704,-43.63184091747704,-43.63184091747704,50,150,nan,1,4
237,-193.27877319164003,-64.42625773054668,-64.09292439721334,-64.59292439721334,-64.59292439721334,50,150,nan,1,4
238,-132.4721097528801,-44.1573699176267,-44.1573699176267,-44.1573699176267,-44.1573699176267,50,150,nan,1,4
239,-163.14088316874862,-54.38029438958287,-54.546961056249536,-54.046961056249536,-54.546961056249536,50,150,nan,1,4
