episode,return_sum,return_mean,reward_a0,reward_a1,reward_a2,steps,msgs_per_ep,msg_entropy_ep,pct_comm_on,avg_pair_dist
37,-376.1517935469198,-125.3839311823066,-125.55059784897327,-125.55059784897327,-125.05059784897327,100,165,1.3862859213352203,0.55,3.0701432107388973
38,-248.07497583266127,-82.69165861088709,-82.69165861088709,-82.69165861088709,-82.69165861088709,100,0,1.3862921762466431,0.0,1.6105211772521337
39,-170.27190579856733,-56.757301932855775,-56.757301932855775,-56.757301932855775,-56.757301932855775,100,168,1.3862915527820587,0.56,1.4664198903242747
40,-644.5323867608432,-214.84412892028107,-213.1774622536144,-215.6774622536144,-215.6774622536144,100,135,1.3862909984588623,0.45,1.4454787770907083
41,-208.642935761629,-69.54764525387634,-68.54764525387634,-70.04764525387633,-70.04764525387633,100,0,1.3862917721271515,0.0,1.3121354060371717
42,-367.23117443638813,-122.41039147879604,-122.57705814546271,-122.57705814546271,-122.07705814546271,100,264,1.3862885880470275,0.88,2.790209499547879
43,-295.00891167317957,-98.33630389105986,-98.83630389105986,-98.83630389105986,-97.33630389105986,100,39,1.3862897992134093,0.13,1.7791742225488028
44,-306.97814367869745,-102.32604789289915,-102.82604789289915,-102.82604789289915,-101.32604789289913,100,30,1.3862907934188842,0.1,1.4239405101537705
45,-406.5162349249199,-135.50541164163997,-136.17207830830662,-136.17207830830662,-134.17207830830665,100,273,1.3862914526462555,0.91,1.379325644423564
46,-538.5654864850325,-179.52182882834416,-180.02182882834416,-180.02182882834416,-178.52182882834416,100,0,1.3862913846969604,0.0,2.0604117712378502
47,-279.4391250762679,-93.14637502542263,-93.64637502542263,-92.14637502542263,-93.64637502542263,100,0,1.3862903881072999,0.0,1.6826574175556501
48,-269.2362144618985,-89.74540482063283,-89.07873815396617,-90.07873815396616,-90.07873815396616,100,168,1.3862901866436004,0.56,1.4142763436337313
49,-190.9751877468881,-63.65839591562937,-62.65839591562938,-64.15839591562937,-64.15839591562937,100,135,1.386291708946228,0.45,1.3310498956342536
50,-507.26726615074676,-169.0890887169156,-169.0890887169156,-169.0890887169156,-169.0890887169156,100,219,1.3862882626056672,0.73,2.234653113087018
51,-286.49551348915213,-95.49850449638404,-95.49850449638404,-95.49850449638404,-95.49850449638404,100,84,1.386291478872299,0.28,1.0965324801206588
52,-265.9138945091447,-88.63796483638158,-86.30463150304826,-89.80463150304824,-89.80463150304824,100,228,1.3862880790233612,0.76,1.6979091491301852
53,-230.02449502887674,-76.67483167629224,-76.00816500962557,-77.00816500962559,-77.00816500962559,100,105,1.3862915897369386,0.35,1.0525075886646906
54,-359.1118243478847,-119.7039414492949,-118.7039414492949,-119.7039414492949,-120.7039414492949,100,273,1.38628711104393,0.91,1.546573514441649
55,-441.48411939696086,-147.16137313232028,-147.16137313232028,-146.1613731323203,-148.16137313232028,100,204,1.3862896955013275,0.68,2.4140278205275534
56,-433.97856644604735,-144.65952214868244,-144.32618881534913,-144.8261888153491,-144.8261888153491,100,189,1.3862883377075195,0.63,2.273550547113021
57,-430.27256735246897,-143.42418911748965,-143.59085578415633,-143.09085578415633,-143.59085578415633,100,213,1.3862903892993927,0.71,2.3562185416618986
58,-298.3202983061852,-99.44009943539506,-100.60676610206173,-98.10676610206173,-99.60676610206173,100,0,1.3862900626659393,0.0,1.4093239660561085
59,-161.49036427427455,-53.83012142475818,-53.83012142475818,-53.83012142475818,-53.83012142475818,100,261,1.3862916922569275,0.87,1.1126155139009157
60,-483.76461551342425,-161.25487183780808,-160.25487183780805,-161.75487183780808,-161.75487183780808,100,42,1.3862874352931975,0.14,2.2282552969455716
61,-355.1079337475578,-118.36931124918594,-118.36931124918594,-118.36931124918594,-118.36931124918594,100,249,1.3862911808490752,0.83,2.51434516231219
62,-325.61392448890876,-108.53797482963625,-108.53797482963625,-108.53797482963625,-108.53797482963625,100,54,1.3862921690940857,0.18,1.722796038587888
63,-352.5980992487789,-117.53269974959296,-116.53269974959298,-118.03269974959298,-118.03269974959298,100,255,1.3862893378734589,0.85,1.5361975610752905
64,-524.7887912941178,-174.92959709803927,-175.09626376470592,-174.59626376470592,-175.09626376470592,100,48,1.3862873721122742,0.16,2.3966146340966223
65,-282.3159603881492,-94.10532012938307,-94.4386534627164,-93.4386534627164,-94.4386534627164,100,0,1.3862909948825837,0.0,1.3222975174585978
66,-467.86561115442805,-155.95520371814268,-154.95520371814268,-156.45520371814268,-156.45520371814268,100,0,1.3862883651256561,0.0,2.0059144249558454
67,-267.29606445258867,-89.09868815086288,-88.43202148419621,-89.43202148419621,-89.43202148419621,100,0,1.386292417049408,0.0,1.312256895005703
68,-300.17257811911713,-100.0575260397057,-100.05752603970572,-100.05752603970572,-100.05752603970572,100,222,1.3862906455993653,0.74,0.9792372432351112
69,-262.3905188614634,-87.46350628715447,-87.7968396204878,-87.7968396204878,-86.7968396204878,100,210,1.3862903642654418,0.7,1.7223569902777671
70,-346.5578592220931,-115.51928640736436,-115.51928640736436,-115.51928640736436,-115.51928640736436,100,174,1.386288536787033,0.58,1.8753212694327035
71,-370.1009278437641,-123.36697594792138,-123.7003092812547,-123.7003092812547,-122.7003092812547,100,234,1.3862882339954377,0.78,1.724004786213239
72,-290.5886220904431,-96.8628740301477,-97.69620736348104,-97.19620736348104,-95.69620736348104,100,69,1.3862918829917907,0.23,1.5107169705008467
73,-352.85132579150076,-117.61710859716692,-118.11710859716692,-118.11710859716692,-116.61710859716692,100,0,1.3862899911403657,0.0,1.5757656649748484
74,-307.85173197890464,-102.61724399296821,-101.6172439929682,-103.11724399296821,-103.11724399296821,100,249,1.3862917518615723,0.83,1.5120362732311088
75,-215.43496034814768,-71.81165344938256,-71.47832011604923,-71.97832011604923,-71.97832011604923,100,54,1.386291514635086,0.18,1.3246061541636787
76,-400.86808442160816,-133.62269480720272,-133.62269480720272,-133.62269480720272,-133.62269480720272,100,27,1.3862879431247712,0.09,1.698709873954455
77,-340.9617354424735,-113.65391181415784,-113.32057848082451,-113.82057848082451,-113.82057848082451,100,276,1.3862913262844085,0.92,1.1973530414700506
78,-401.591136388684,-133.86371212956132,-132.53037879622798,-134.530378796228,-134.530378796228,100,0,1.3862913179397582,0.0,1.556773128906886
79,-283.30286380719883,-94.43428793573294,-95.43428793573294,-93.93428793573294,-93.93428793573294,100,0,1.3862910521030427,0.0,1.2830421969294548
80,-432.83581205487974,-144.27860401829324,-144.77860401829327,-143.2786040182932,-144.77860401829327,100,0,1.3862898564338684,0.0,1.3800293524563312
81,-455.1676171016713,-151.7225390338904,-150.05587236722374,-152.55587236722377,-152.55587236722377,100,132,1.3862924599647521,0.44,1.487896024088065
82,-351.67836214956543,-117.2261207165218,-118.2261207165218,-116.7261207165218,-116.7261207165218,100,171,1.3862900567054748,0.57,1.8349344308674336
83,-234.69002552478207,-78.2300085082607,-78.2300085082607,-78.2300085082607,-78.2300085082607,100,72,1.3862898874282836,0.24,1.5769697427749634
84,-717.4384251388796,-239.14614171295986,-239.31280837962652,-239.31280837962652,-238.81280837962652,100,231,1.3862854051589966,0.77,2.564863568941752
85,-419.3530337849651,-139.78434459498837,-138.78434459498837,-140.28434459498837,-140.28434459498837,100,0,1.3862931537628174,0.0,1.4520805629591147
86,-370.42714543939735,-123.47571514646579,-123.97571514646579,-123.97571514646579,-122.47571514646577,100,138,1.3862916672229766,0.46,1.329011248250802
87,-399.0378416917107,-133.0126138972369,-132.34594723057023,-133.34594723057023,-133.34594723057023,100,165,1.3862902319431305,0.55,1.7079691163698834
88,-351.3923666118189,-117.1307888706063,-117.1307888706063,-117.1307888706063,-117.1307888706063,100,75,1.3862928998470307,0.25,1.3484246120850247
89,-282.7065172716522,-94.23550575721741,-94.23550575721741,-94.23550575721741,-94.23550575721741,100,228,1.38628924369812,0.76,1.8032137278715772
90,-296.94003578958205,-98.98001192986068,-99.48001192986068,-99.48001192986068,-97.98001192986068,100,216,1.3862919533252716,0.72,1.49102748816212
91,-330.5151162262219,-110.17170540874064,-110.17170540874064,-110.17170540874064,-110.17170540874064,100,87,1.386290922164917,0.29,1.0821162057916325
92,-248.2640662486436,-82.75468874954787,-82.75468874954787,-82.75468874954787,-82.75468874954787,100,36,1.3862915992736817,0.12,1.313290194272995
93,-283.56916629451945,-94.52305543150648,-94.52305543150648,-94.52305543150648,-94.52305543150648,100,267,1.386291218996048,0.89,1.1951942745844524
94,-262.3238839428127,-87.44129464760424,-87.44129464760422,-87.44129464760422,-87.44129464760422,100,231,1.3862904191017151,0.77,1.9235868481794995
95,-289.4745599445947,-96.49151998153157,-96.49151998153158,-96.49151998153158,-96.49151998153158,100,72,1.386290807723999,0.24,1.7123438016573587
96,-476.3592392205935,-158.78641307353118,-160.28641307353118,-160.28641307353118,-155.78641307353115,100,0,1.3862905859947205,0.0,1.4612625917295614
97,-272.23023593339104,-90.74341197779701,-91.41007864446368,-91.41007864446368,-89.41007864446368,100,0,1.3862903821468353,0.0,1.5601362314820293
98,-327.1169740594687,-109.03899135315623,-109.53899135315623,-109.03899135315623,-108.53899135315623,100,0,1.3862927114963532,0.0,1.5709619949261344
99,-445.1366125517655,-148.3788708505885,-148.3788708505885,-148.3788708505885,-148.3788708505885,100,165,1.3862861490249634,0.55,2.7782731109857552
100,-365.71076490743155,-121.90358830247719,-119.90358830247719,-122.90358830247719,-122.90358830247719,100,138,1.3862891757488252,0.46,2.155329544097185
101,-391.9984282064253,-130.6661427354751,-130.6661427354751,-130.6661427354751,-130.6661427354751,100,87,1.3862903821468353,0.29,1.0321088505784672
102,-330.26750469553826,-110.08916823184609,-109.75583489851275,-110.25583489851275,-110.25583489851275,100,216,1.3862840950489044,0.72,2.908332042147716
103,-411.3874971477785,-137.12916571592618,-137.62916571592618,-137.62916571592618,-136.12916571592618,100,285,1.386291595697403,0.95,1.0573476035396256
104,-332.29166410015,-110.76388803338334,-110.76388803338334,-110.76388803338334,-110.76388803338334,100,267,1.3862890875339509,0.89,1.6748289994398753
105,-337.96400263372504,-112.65466754457502,-111.82133421124169,-112.82133421124169,-113.32133421124169,100,54,1.3862902855873107,0.18,1.093408182511727
106,-245.02647036733265,-81.67549012244422,-82.00882345577755,-82.00882345577755,-81.00882345577755,100,255,1.38629190325737,0.85,1.2513100293278692
107,-548.7919108691054,-182.9306369563685,-182.9306369563685,-182.9306369563685,-182.9306369563685,100,48,1.386289405822754,0.16,2.1103248880306875
108,-272.1904911586995,-90.7301637195665,-90.73016371956649,-90.73016371956649,-90.73016371956649,100,0,1.3862893211841583,0.0,1.7263833794991175
109,-359.552339520966,-119.85077984032199,-120.01744650698866,-120.51744650698866,-119.01744650698866,100,24,1.3862887585163117,0.08,2.1705444522202013
110,-261.4944128414301,-87.1648042804767,-87.1648042804767,-87.1648042804767,-87.1648042804767,100,279,1.3862917912006378,0.93,1.4506184914708138
111,-423.92315171624165,-141.30771723874722,-141.30771723874722,-141.30771723874722,-141.30771723874722,100,0,1.3862899267673492,0.0,1.3052069834868112
112,-196.2086073108884,-65.40286910362947,-64.40286910362947,-65.90286910362947,-65.90286910362947,100,0,1.3862884259223938,0.0,1.6336950633923215
113,-243.90094854815567,-81.30031618271856,-79.46698284938522,-81.96698284938522,-82.46698284938522,100,216,1.386291081905365,0.72,1.5380747811496258
114,-545.5378199195111,-181.84593997317037,-181.34593997317035,-182.34593997317035,-181.84593997317035,100,87,1.386290910243988,0.29,2.0732477087279158
115,-301.56242284636716,-100.52080761545572,-100.68747428212238,-100.18747428212238,-100.68747428212238,100,15,1.386290727853775,0.05,1.547483775715033
116,-358.50399964910054,-119.50133321636685,-120.33466654970017,-117.83466654970017,-120.33466654970017,100,288,1.386290854215622,0.96,1.1453095677495002
117,-319.01568590360654,-106.33856196786884,-106.67189530120218,-106.17189530120218,-106.17189530120218,100,0,1.386292165517807,0.0,1.0307948803901672
118,-426.14629376261894,-142.04876458753964,-142.04876458753964,-141.54876458753964,-142.54876458753964,100,168,1.3862911796569823,0.56,1.0327357974648477
119,-304.17781428702756,-101.39260476234251,-101.39260476234251,-101.39260476234251,-101.39260476234251,100,135,1.3862892115116119,0.45,1.684355861147245
120,-218.41509625588037,-72.80503208529346,-72.30503208529346,-72.30503208529346,-73.80503208529346,100,0,1.3862914490699767,0.0,1.3716368761658668
121,-320.7806103944162,-106.92687013147207,-107.7602034648054,-107.7602034648054,-105.2602034648054,100,258,1.3862925481796264,0.86,1.0594039378563564
122,-258.95100767173676,-86.31700255724559,-86.98366922391224,-86.98366922391224,-84.98366922391226,100,69,1.3862906789779663,0.23,1.3950925591588024
123,-475.51001614478815,-158.50333871492938,-159.00333871492938,-159.00333871492938,-157.50333871492938,100,279,1.386288264989853,0.93,1.323577200770378
124,-313.7334805005089,-104.57782683350297,-104.74449350016964,-104.74449350016964,-104.24449350016964,100,0,1.3862883508205415,0.0,2.2426048735777537
125,-215.15863850388118,-71.7195461679604,-70.7195461679604,-72.21954616796039,-72.21954616796039,100,54,1.3862902593612672,0.18,1.4202089613179365
126,-386.40699559331784,-128.80233186443928,-128.80233186443928,-128.80233186443928,-128.80233186443928,100,249,1.3862891566753388,0.83,2.1984049188097314
127,-327.4885193537232,-109.16283978457439,-108.66283978457437,-109.6628397845744,-109.16283978457439,100,270,1.3862883019447327,0.9,2.490256281346083
128,-409.85110904031745,-136.6170363467725,-137.28370301343915,-135.78370301343915,-136.78370301343915,100,66,1.3862873268127442,0.22,2.5360799477497737
129,-288.23346087224763,-96.07782029074922,-96.07782029074922,-96.07782029074922,-96.07782029074922,100,270,1.3862893521785735,0.9,1.8507362439235053
130,-255.6956607881374,-85.23188692937913,-84.8985535960458,-85.3985535960458,-85.3985535960458,100,0,1.3862920093536377,0.0,1.5024158095320062
131,-582.6507690687824,-194.2169230229275,-194.38358968959412,-192.88358968959415,-195.38358968959412,100,0,1.3862879407405853,0.0,2.107104281832774
132,-289.85044571660274,-96.61681523886757,-96.95014857220092,-95.95014857220092,-96.95014857220092,100,300,1.3862920010089874,1.0,1.5167073269685107
133,-276.7192187009083,-92.23973956696942,-91.57307290030275,-92.57307290030276,-92.57307290030276,100,231,1.3862915587425233,0.77,1.4175380982955297
134,-431.48669631070993,-143.82889877023663,-143.82889877023663,-143.82889877023663,-143.82889877023663,100,75,1.3862900090217591,0.25,1.484238983194033
135,-228.46817703275224,-76.15605901091742,-76.48939234425075,-76.48939234425075,-75.48939234425075,100,264,1.3862914144992828,0.88,1.5946899514893689
136,-459.60640666546374,-153.20213555515457,-152.86880222182126,-153.36880222182126,-153.36880222182126,100,39,1.3862920212745666,0.13,1.7002038414279617
137,-421.7619662049451,-140.58732206831505,-139.2539887349817,-141.2539887349817,-141.2539887349817,100,297,1.3862920701503754,0.99,1.4404591420292854
138,-214.3040535880108,-71.43468452933693,-71.76801786267026,-70.76801786267026,-71.76801786267026,100,9,1.3862910282611847,0.03,1.2033378388981024
139,-215.5368002589771,-71.8456000863257,-72.8456000863257,-72.3456000863257,-70.3456000863257,100,300,1.3862904334068298,1.0,1.5103370080391565
140,-283.2469721487368,-94.41565738291227,-93.41565738291227,-94.91565738291227,-94.91565738291227,100,249,1.3862909638881684,0.83,1.1884410009284816
141,-261.1849475274188,-87.06164917580627,-87.06164917580627,-87.06164917580627,-87.06164917580627,100,183,1.3862919175624848,0.61,1.4756762299935022
142,-206.21201806292393,-68.73733935430798,-68.73733935430798,-68.73733935430798,-68.73733935430798,100,174,1.3862871634960174,0.58,2.013294474283854
143,-347.06990236141536,-115.6899674538051,-114.68996745380512,-116.18996745380511,-116.18996745380511,100,300,1.386290808916092,1.0,1.5878288758794465
144,-318.04101342373406,-106.01367114124469,-106.84700447457803,-105.84700447457803,-105.34700447457803,100,3,1.3862927174568176,0.01,1.422599539657434
145,-204.04785828895012,-68.01595276298337,-67.3492860963167,-68.3492860963167,-68.3492860963167,100,225,1.3862919223308563,0.75,1.1887326356768606
146,-226.7928297029091,-75.5976099009697,-75.76427656763637,-75.76427656763637,-75.26427656763637,100,165,1.3862911105155944,0.55,1.1434512003262838
147,-274.8929161207235,-91.63097204024116,-91.63097204024118,-91.63097204024118,-91.63097204024118,100,216,1.386288938522339,0.72,1.653818346957366
148,-288.60296575397405,-96.20098858465802,-96.20098858465802,-96.20098858465802,-96.20098858465802,100,282,1.3862904036045074,0.94,1.7374921095371243
149,-303.02406620822313,-101.00802206940772,-101.00802206940772,-101.00802206940772,-101.00802206940772,100,153,1.386289713382721,0.51,1.762572045326233
150,-383.2446748762072,-127.74822495873575,-127.74822495873575,-127.74822495873575,-127.74822495873575,100,171,1.38628724694252,0.57,2.1576279745499294
151,-267.00308646220185,-89.00102882073395,-89.66769548740062,-89.66769548740062,-87.6676954874006,100,0,1.3862884747982025,0.0,1.527729217062394
152,-390.0387726742882,-130.01292422476274,-130.01292422476274,-130.01292422476274,-130.01292422476274,100,0,1.3862895691394805,0.0,1.6072863662242889
153,-313.0521647999274,-104.35072159997581,-104.35072159997581,-104.35072159997581,-104.35072159997581,100,63,1.38629181265831,0.21,1.6710285105307898
154,-377.5980283994171,-125.86600946647236,-125.86600946647238,-125.86600946647238,-125.86600946647238,100,240,1.3862873303890229,0.8,2.03523679236571
155,-643.4872894205663,-214.49576314018876,-213.49576314018876,-214.99576314018876,-214.99576314018876,100,9,1.3862882697582244,0.03,1.674757710695267
156,-377.0240216821203,-125.6746738940401,-125.84134056070675,-125.34134056070677,-125.84134056070675,100,294,1.3862850546836853,0.98,2.4447385359803837
157,-395.07011163655267,-131.69003721218422,-131.69003721218422,-131.69003721218422,-131.69003721218422,100,240,1.3862871491909028,0.8,2.2591838469107945
158,-203.38256612571064,-67.79418870857022,-67.96085537523687,-67.46085537523687,-67.96085537523687,100,63,1.3862910974025726,0.21,1.861381445924441
159,-388.7346401306322,-129.57821337687741,-128.91154671021073,-129.41154671021073,-130.41154671021073,100,0,1.3862867856025696,0.0,2.800977871716023
160,-350.59582059623807,-116.86527353207936,-117.03194019874603,-116.53194019874603,-117.03194019874603,100,192,1.3862890088558197,0.64,2.3814482758939266
161,-218.78279621282098,-72.927598737607,-72.927598737607,-72.927598737607,-72.927598737607,100,189,1.3862872409820557,0.63,1.8179310160875324
162,-273.3488629120245,-91.1162876373415,-91.44962097067484,-91.44962097067484,-90.44962097067484,100,225,1.3862904238700866,0.75,1.6796495401362583
163,-399.7825103164723,-133.26083677215743,-132.42750343882412,-133.92750343882412,-133.42750343882412,100,18,1.3862908458709717,0.06,1.9893076942364374
164,-317.4644540632082,-105.82148468773607,-105.48815135440273,-106.98815135440273,-104.98815135440273,100,285,1.386287304162979,0.95,2.0704979454477628
165,-240.49083607807268,-80.16361202602423,-80.3302786926909,-79.3302786926909,-80.8302786926909,100,294,1.3862903547286987,0.98,1.1513104912141958
166,-203.39667878306307,-67.79889292768769,-67.96555959435436,-67.46555959435435,-67.96555959435436,100,252,1.3862879872322083,0.84,1.779329804579417
167,-358.5315180340961,-119.51050601136536,-119.51050601136536,-119.51050601136536,-119.51050601136536,100,60,1.3862895274162292,0.2,1.7227701154351232
168,-287.87456796911005,-95.95818932303668,-96.29152265637002,-96.29152265637002,-95.29152265637002,100,0,1.3862907528877257,0.0,1.8618322431047756
169,-348.1136625243839,-116.03788750812798,-116.53788750812797,-116.53788750812797,-115.03788750812797,100,180,1.386291081905365,0.6,1.4815765284498528
170,-334.48869050004214,-111.49623016668072,-111.4962301666807,-111.4962301666807,-111.4962301666807,100,174,1.3862918829917907,0.58,1.3071289317806563
171,-372.3403855191892,-124.11346183972974,-124.78012850639641,-122.7801285063964,-124.78012850639641,100,252,1.3862907946109773,0.84,1.7393181605637076
172,-457.9680269553251,-152.65600898510837,-152.65600898510837,-152.65600898510837,-152.65600898510837,100,66,1.3862905013561249,0.22,1.5283489638566972
173,-429.58604734450256,-143.1953491148342,-143.1953491148342,-143.1953491148342,-143.1953491148342,100,237,1.386285800933838,0.79,2.528248824576537
174,-361.2566090402062,-120.41886968006872,-120.91886968006872,-119.41886968006874,-120.91886968006872,100,252,1.3862861096858978,0.84,1.8191845806936422
175,-354.3969583041047,-118.13231943470157,-118.9656527680349,-118.9656527680349,-116.4656527680349,100,51,1.3862912607192994,0.17,1.2487397038936614
176,-256.79680267025674,-85.59893422341891,-85.59893422341892,-86.59893422341892,-84.59893422341892,100,285,1.3862907373905182,0.95,1.2158053734898566
177,-314.42958504774265,-104.80986168258089,-105.30986168258089,-105.30986168258089,-103.80986168258089,100,18,1.3862894988059997,0.06,1.2061042599876721
178,-302.6876570661524,-100.89588568871746,-100.89588568871747,-100.89588568871747,-100.89588568871747,100,276,1.386288105249405,0.92,2.07701743721962
179,-219.31228749679914,-73.10409583226638,-73.10409583226638,-73.10409583226638,-73.10409583226638,100,72,1.3862901651859283,0.24,1.7243581058581667
180,-379.24893569713475,-126.41631189904491,-126.41631189904491,-126.41631189904491,-126.41631189904491,100,258,1.3862904119491577,0.86,1.7487861732641854
181,-450.6025398118334,-150.20084660394448,-149.86751327061114,-150.36751327061114,-150.36751327061114,100,300,1.3862905073165894,1.0,1.3036197877923648
182,-336.54158706424334,-112.18052902141444,-113.34719568808111,-111.34719568808111,-111.84719568808113,100,3,1.386292073726654,0.01,1.4327018575867012
183,-256.9836170472318,-85.6612056824106,-85.99453901574394,-84.99453901574391,-85.99453901574394,100,270,1.386289383172989,0.9,1.5091885607441264
184,-214.50423776061132,-71.50141258687044,-71.50141258687044,-71.50141258687044,-71.50141258687044,100,33,1.3862912857532501,0.11,1.383797020415465
185,-262.50196230971414,-87.50065410323805,-87.16732076990472,-87.16732076990472,-88.16732076990472,100,0,1.3862921845912934,0.0,0.7994743280112742
186,-354.54163778593454,-118.18054592864485,-118.18054592864485,-118.18054592864485,-118.18054592864485,100,288,1.3862926256656647,0.96,1.0562067916989326
187,-340.08032236767235,-113.36010745589078,-114.19344078922413,-111.69344078922413,-114.19344078922413,100,282,1.3862920308113098,0.94,1.2621758341292542
188,-368.49066488894675,-122.83022162964892,-121.83022162964892,-123.33022162964892,-123.33022162964892,100,36,1.3862904942035674,0.12,1.137635104407867
189,-278.57299170241276,-92.85766390080425,-92.6909972341376,-92.6909972341376,-93.19099723413758,100,267,1.3862917745113372,0.89,1.343420706540346
190,-198.7055448309014,-66.23518161030047,-64.5685149436338,-67.0685149436338,-67.0685149436338,100,36,1.386292895078659,0.12,0.8092530956367652
191,-375.87507479700616,-125.29169159900204,-126.79169159900205,-125.29169159900204,-123.79169159900205,100,0,1.3862915229797363,0.0,1.279987583955129
