episode,return_sum,return_mean,reward_a0,reward_a1,reward_a2,steps,msgs_per_ep,msg_entropy_ep,seed,K_vocab
235,-143.45443217770364,-47.81814405923455,-47.81814405923455,-47.81814405923455,-47.81814405923455,50,0,0.0,1,4
236,-101.154305015183,-33.71810167172767,-34.21810167172767,-32.718101671727666,-34.21810167172767,50,0,0.0,1,4
237,-185.5575266406272,-61.852508880209065,-61.51917554687573,-62.01917554687573,-62.01917554687573,50,0,0.0,1,4
238,-156.56841215684568,-52.18947071894856,-52.18947071894856,-52.18947071894856,-52.18947071894856,50,0,0.0,1,4
239,-99.71559508491882,-33.23853169497294,-33.405198361639606,-32.905198361639606,-33.405198361639606,50,0,0.0,1,4
240,-82.73645197464099,-27.57881732488033,-28.07881732488033,-26.57881732488033,-28.07881732488033,50,0,0.0,1,4
241,-170.95871089928883,-56.98623696642961,-56.98623696642961,-56.98623696642961,-56.98623696642961,50,0,0.0,1,4
242,-109.53268924765548,-36.51089641588516,-36.51089641588516,-36.51089641588516,-36.51089641588516,50,0,0.0,1,4
243,-189.48597934603703,-63.16199311534567,-63.16199311534568,-63.16199311534568,-63.16199311534568,50,0,0.0,1,4
244,-117.56363282181158,-39.18787760727053,-39.3545442739372,-38.8545442739372,-39.3545442739372,50,0,0.0,1,4
245,-123.59369882780022,-41.19789960926674,-41.19789960926674,-41.19789960926674,-41.19789960926674,50,0,0.0,1,4
246,-119.8276859267778,-39.9425619755926,-40.4425619755926,-40.4425619755926,-38.9425619755926,50,0,0.0,1,4
247,-135.46797842125983,-45.15599280708661,-45.15599280708661,-45.15599280708661,-45.15599280708661,50,0,0.0,1,4
248,-232.5612815337297,-77.5204271779099,-77.68709384457657,-77.18709384457655,-77.68709384457657,50,0,0.0,1,4
249,-221.8919746297201,-73.96399154324003,-73.96399154324003,-73.96399154324003,-73.96399154324003,50,0,0.0,1,4
250,-98.2256798869008,-32.741893295633595,-32.741893295633595,-32.741893295633595,-32.741893295633595,50,0,0.0,1,4
251,-142.3390775727824,-47.44635919092747,-48.11302585759415,-47.61302585759413,-46.61302585759413,50,0,0.0,1,4
252,-300.7209452384474,-100.24031507948249,-100.40698174614914,-100.90698174614914,-99.40698174614914,50,0,0.0,1,4
253,-132.58342519070223,-44.19447506356741,-44.36114173023408,-43.86114173023408,-44.36114173023408,50,0,0.0,1,4
254,-135.65005622623934,-45.21668540874645,-45.38335207541312,-45.38335207541312,-44.88335207541312,50,0,0.0,1,4
255,-166.92586039157402,-55.64195346385801,-55.641953463858,-55.641953463858,-55.641953463858,50,0,0.0,1,4
256,-164.05957178239777,-54.68652392746592,-55.18652392746592,-55.18652392746592,-53.68652392746592,50,0,0.0,1,4
257,-101.70369517319176,-33.90123172439725,-33.90123172439725,-33.90123172439725,-33.90123172439725,50,0,0.0,1,4
258,-141.13162190793653,-47.04387396931218,-47.210540635978845,-47.210540635978845,-46.710540635978845,50,0,0.0,1,4
259,-207.50545995085264,-69.16848665028421,-68.16848665028421,-69.66848665028421,-69.66848665028421,50,0,0.0,1,4
260,-92.7920238275412,-30.9306746091804,-31.430674609180397,-29.930674609180397,-31.430674609180397,50,0,0.0,1,4
261,-175.30096449741248,-58.43365483247083,-58.43365483247083,-58.43365483247083,-58.43365483247083,50,0,0.0,1,4
262,-283.6833593740236,-94.5611197913412,-94.0611197913412,-94.5611197913412,-95.0611197913412,50,0,0.0,1,4
263,-198.57861597881717,-66.19287199293905,-65.19287199293905,-66.69287199293905,-66.69287199293905,50,0,0.0,1,4
264,-114.38929902679504,-38.129766342265015,-38.129766342265015,-38.129766342265015,-38.129766342265015,50,0,0.0,1,4
265,-100.4165237920296,-33.4721745973432,-33.4721745973432,-33.4721745973432,-33.4721745973432,50,0,0.0,1,4
266,-165.3413532562653,-55.1137844187551,-55.1137844187551,-55.1137844187551,-55.1137844187551,50,0,0.0,1,4
267,-129.62245175285886,-43.20748391761962,-42.37415058428629,-43.87415058428629,-43.37415058428629,50,0,0.0,1,4
268,-203.30797645773228,-67.76932548591076,-67.43599215257743,-67.93599215257743,-67.93599215257743,50,0,0.0,1,4
269,-138.14572730791917,-46.04857576930639,-44.71524243597305,-46.71524243597305,-46.71524243597305,50,0,0.0,1,4
270,-94.12547110048796,-31.37515703349599,-31.37515703349599,-31.37515703349599,-31.37515703349599,50,0,0.0,1,4
271,-61.22369104709621,-20.407897015698737,-20.407897015698737,-20.407897015698737,-20.407897015698737,50,0,0.0,1,4
272,-94.12063733381292,-31.37354577793764,-31.37354577793764,-31.37354577793764,-31.37354577793764,50,0,0.0,1,4
273,-191.88106216749992,-63.96035405583331,-63.96035405583331,-63.96035405583331,-63.96035405583331,50,0,0.0,1,4
274,-209.31070640799112,-69.77023546933037,-69.93690213599704,-69.43690213599704,-69.93690213599704,50,0,0.0,1,4
275,-82.77179440395035,-27.59059813465012,-27.59059813465012,-27.59059813465012,-27.59059813465012,50,0,0.0,1,4
276,-97.6703067299741,-32.55676890999137,-32.55676890999137,-32.55676890999137,-32.55676890999137,50,0,0.0,1,4
277,-209.4460115645396,-69.81533718817985,-69.81533718817985,-69.81533718817985,-69.81533718817985,50,0,0.0,1,4
278,-167.80153693853666,-55.93384564617889,-55.93384564617889,-55.93384564617889,-55.93384564617889,50,0,0.0,1,4
279,-182.35071963034727,-60.78357321011576,-60.78357321011576,-60.78357321011576,-60.78357321011576,50,0,0.0,1,4
280,-157.7195501511788,-52.57318338372627,-51.9065167170596,-52.4065167170596,-53.4065167170596,50,0,0.0,1,4
281,-114.92072355166688,-38.306907850555625,-38.306907850555625,-38.306907850555625,-38.306907850555625,50,0,0.0,1,4
282,-117.90994462869408,-39.30331487623136,-38.469981542898026,-39.469981542898026,-39.969981542898026,50,0,0.0,1,4
283,-155.42035518412823,-51.80678506137608,-51.80678506137608,-51.80678506137608,-51.80678506137608,50,0,0.0,1,4
284,-130.52376136976318,-43.507920456587726,-43.507920456587726,-43.507920456587726,-43.507920456587726,50,0,0.0,1,4
285,-164.66898524010512,-54.889661746701705,-54.889661746701705,-54.889661746701705,-54.889661746701705,50,0,0.0,1,4
286,-172.58566339155496,-57.528554463851655,-58.19522113051832,-56.19522113051832,-58.19522113051832,50,0,0.0,1,4
287,-173.31976028353955,-57.77325342784652,-57.77325342784651,-57.77325342784651,-57.77325342784651,50,0,0.0,1,4
288,-219.50413013907047,-73.16804337969016,-73.16804337969016,-73.16804337969016,-73.16804337969016,50,0,0.0,1,4
289,-232.23613292907703,-77.41204430969235,-78.07871097635902,-76.57871097635902,-77.57871097635902,50,0,0.0,1,4
290,-128.2597431286763,-42.75324770955877,-41.41991437622544,-43.41991437622544,-43.41991437622544,50,0,0.0,1,4
291,-115.87927879887016,-38.62642626629005,-39.29309293295672,-39.29309293295672,-37.29309293295672,50,0,0.0,1,4
292,-163.08048089286416,-54.36016029762138,-54.52682696428805,-54.02682696428805,-54.52682696428805,50,0,0.0,1,4
293,-107.1320167198061,-35.71067223993537,-35.71067223993537,-35.71067223993537,-35.71067223993537,50,0,0.0,1,4
294,-194.1260301723265,-64.70867672410883,-64.8753433907755,-64.3753433907755,-64.8753433907755,50,0,0.0,1,4
295,-83.87987564900997,-27.95995854966999,-27.95995854966999,-27.95995854966999,-27.95995854966999,50,0,0.0,1,4
296,-204.87263326074228,-68.29087775358076,-68.29087775358076,-68.29087775358076,-68.29087775358076,50,0,0.0,1,4
297,-360.4865597343804,-120.1621865781268,-120.32885324479344,-119.82885324479348,-120.32885324479344,50,0,0.0,1,4
298,-212.47870656938304,-70.82623552312769,-71.65956885646102,-69.15956885646101,-71.65956885646102,50,0,0.0,1,4
299,-96.88779254766844,-32.295930849222806,-32.295930849222806,-32.295930849222806,-32.295930849222806,50,0,0.0,1,4
300,-184.6237067731892,-61.54123559106305,-61.54123559106305,-61.54123559106305,-61.54123559106305,50,0,0.0,1,4
301,-160.7202489258793,-53.57341630862644,-53.57341630862644,-53.57341630862644,-53.57341630862644,50,0,0.0,1,4
302,-133.20344802619402,-44.40114934206468,-44.40114934206468,-44.40114934206468,-44.40114934206468,50,0,0.0,1,4
303,-262.9695396453893,-87.65651321512978,-87.65651321512978,-87.65651321512978,-87.65651321512978,50,0,0.0,1,4
304,-136.77114824606224,-45.59038274868741,-45.59038274868742,-45.59038274868742,-45.59038274868742,50,0,0.0,1,4
305,-195.6004191461624,-65.20013971538746,-65.20013971538746,-65.20013971538746,-65.20013971538746,50,0,0.0,1,4
306,-35.70814807746276,-11.90271602582092,-11.90271602582092,-11.90271602582092,-11.90271602582092,50,0,0.0,1,4
307,-82.56854058120132,-27.52284686040044,-28.02284686040044,-28.02284686040044,-26.52284686040044,50,0,0.0,1,4
308,-136.94923710938073,-45.64974570312691,-45.64974570312691,-45.64974570312691,-45.64974570312691,50,0,0.0,1,4
309,-113.97956572383058,-37.993188574610194,-37.993188574610194,-37.993188574610194,-37.993188574610194,50,0,0.0,1,4
310,-227.14997443311148,-75.7166581443705,-76.54999147770383,-74.04999147770384,-76.54999147770383,50,0,0.0,1,4
311,-290.909646828663,-96.969882276221,-96.63654894288769,-96.13654894288769,-98.13654894288769,50,0,0.0,1,4
312,-205.49666955084888,-68.49888985028296,-69.16555651694962,-68.66555651694962,-67.66555651694962,50,0,0.0,1,4
313,-99.39040847757296,-33.13013615919098,-33.13013615919098,-33.13013615919098,-33.13013615919098,50,0,0.0,1,4
314,-127.69872215643372,-42.56624071881125,-42.56624071881125,-42.56624071881125,-42.56624071881125,50,0,0.0,1,4
315,-110.2328220170024,-36.74427400566747,-36.74427400566747,-36.74427400566747,-36.74427400566747,50,0,0.0,1,4
316,-89.60537052075105,-29.86845684025035,-29.868456840250357,-29.868456840250357,-29.868456840250357,50,0,0.0,1,4
317,-108.8597660255602,-36.286588675186735,-36.286588675186735,-36.286588675186735,-36.286588675186735,50,0,0.0,1,4
318,-118.5926336733698,-39.53087789112326,-39.19754455778993,-39.69754455778993,-39.69754455778993,50,0,0.0,1,4
319,-82.37832528211939,-27.459441760706465,-27.459441760706465,-27.459441760706465,-27.459441760706465,50,0,0.0,1,4
320,-225.07432909490936,-75.02477636496978,-75.19144303163645,-74.69144303163645,-75.19144303163645,50,0,0.0,1,4
321,-170.97610299142488,-56.99203433047496,-57.49203433047496,-57.49203433047496,-55.992034330474965,50,0,0.0,1,4
322,-200.7189824554993,-66.90632748516644,-66.90632748516644,-66.90632748516644,-66.90632748516644,50,0,0.0,1,4
323,-163.22041051190195,-54.40680350396732,-54.40680350396731,-54.40680350396731,-54.40680350396731,50,0,0.0,1,4
324,-95.4587595051089,-31.819586501702968,-31.819586501702965,-31.819586501702965,-31.819586501702965,50,0,0.0,1,4
325,-138.30266956347847,-46.10088985449283,-46.10088985449283,-46.10088985449283,-46.10088985449283,50,0,0.0,1,4
326,-113.04936284915524,-37.68312094971841,-37.84978761638507,-37.84978761638507,-37.349787616385086,50,0,0.0,1,4
327,-225.23340680468607,-75.0778022682287,-74.74446893489535,-75.24446893489535,-75.24446893489535,50,0,0.0,1,4
328,-169.0182877276701,-56.3394292425567,-56.8394292425567,-55.3394292425567,-56.8394292425567,50,0,0.0,1,4
329,-398.4850611601305,-132.8283537200435,-132.49502038671017,-132.99502038671017,-132.99502038671017,50,0,0.0,1,4
330,-171.5872670270293,-57.19575567567643,-57.8624223423431,-56.3624223423431,-57.3624223423431,50,0,0.0,1,4
331,-210.7201849902848,-70.24006166342826,-70.24006166342826,-70.24006166342826,-70.24006166342826,50,0,0.0,1,4
332,-137.75215489922374,-45.91738496640792,-45.91738496640792,-45.91738496640792,-45.91738496640792,50,0,0.0,1,4
333,-191.9607217062373,-63.986907235412446,-64.15357390207912,-63.65357390207912,-64.15357390207912,50,0,0.0,1,4
334,-89.04277111196507,-29.68092370398836,-29.84759037065502,-29.84759037065502,-29.34759037065502,50,0,0.0,1,4
335,-146.7448200972255,-48.9149400324085,-48.914940032408495,-48.914940032408495,-48.914940032408495,50,0,0.0,1,4
336,-132.53189881198975,-44.17729960399658,-44.17729960399658,-44.17729960399658,-44.17729960399658,50,0,0.0,1,4
337,-110.15614616194134,-36.71871538731378,-36.71871538731378,-36.71871538731378,-36.71871538731378,50,0,0.0,1,4
338,-109.97264114660668,-36.6575470488689,-36.6575470488689,-36.6575470488689,-36.6575470488689,50,0,0.0,1,4
339,-119.485001464683,-39.828333821561,-40.328333821561,-39.328333821561,-39.828333821561,50,0,0.0,1,4
340,-122.81441204976268,-40.938137349920886,-40.938137349920886,-40.938137349920886,-40.938137349920886,50,0,0.0,1,4
341,-121.70249530077226,-40.56749843359075,-40.56749843359075,-40.56749843359075,-40.56749843359075,50,0,0.0,1,4
342,-123.47580291738166,-41.15860097246056,-40.65860097246056,-40.65860097246056,-42.15860097246056,50,0,0.0,1,4
343,-145.40177733152322,-48.46725911050774,-48.46725911050774,-48.46725911050774,-48.46725911050774,50,0,0.0,1,4
344,-175.63360370250052,-58.54453456750017,-58.54453456750018,-58.54453456750018,-58.54453456750018,50,0,0.0,1,4
345,-166.11018081937277,-55.37006027312426,-55.37006027312425,-55.37006027312425,-55.37006027312425,50,0,0.0,1,4
346,-152.07243732660834,-50.69081244220278,-50.690812442202784,-50.690812442202784,-50.690812442202784,50,0,0.0,1,4
347,-181.43410564827863,-60.47803521609288,-61.14470188275954,-61.14470188275954,-59.14470188275954,50,0,0.0,1,4
348,-207.9973545127807,-69.33245150426023,-69.33245150426023,-69.33245150426023,-69.33245150426023,50,0,0.0,1,4
349,-236.3821295074282,-78.79404316914274,-78.29404316914272,-78.29404316914274,-79.79404316914274,50,0,0.0,1,4
350,-161.77149020988116,-53.92383006996039,-53.92383006996039,-53.92383006996039,-53.92383006996039,50,0,0.0,1,4
351,-127.40746613836768,-42.46915537945589,-42.46915537945589,-42.46915537945589,-42.46915537945589,50,0,0.0,1,4
352,-209.9878260287396,-69.99594200957985,-69.99594200957985,-69.99594200957985,-69.99594200957985,50,0,0.0,1,4
353,-143.70444158377873,-47.901480527926246,-47.901480527926246,-47.901480527926246,-47.901480527926246,50,0,0.0,1,4
354,-98.12812431470338,-32.709374771567795,-32.709374771567795,-32.709374771567795,-32.709374771567795,50,0,0.0,1,4
355,-160.07472160156337,-53.358240533854456,-53.858240533854456,-53.858240533854456,-52.35824053385445,50,0,0.0,1,4
356,-127.60542106666672,-42.53514035555557,-42.53514035555557,-42.53514035555557,-42.53514035555557,50,0,0.0,1,4
357,-147.01820872022174,-49.006069573407245,-49.006069573407245,-49.006069573407245,-49.006069573407245,50,0,0.0,1,4
358,-144.39127521768063,-48.13042507256021,-48.13042507256021,-48.13042507256021,-48.13042507256021,50,0,0.0,1,4
359,-86.13380475187924,-28.71126825062641,-28.71126825062641,-28.71126825062641,-28.71126825062641,50,0,0.0,1,4
360,-127.82725155761696,-42.60908385253899,-42.60908385253899,-42.60908385253899,-42.60908385253899,50,0,0.0,1,4
361,-133.63612019643642,-44.54537339881214,-44.54537339881215,-44.54537339881215,-44.54537339881215,50,0,0.0,1,4
362,-119.27222768359792,-39.75740922786597,-39.75740922786597,-39.75740922786597,-39.75740922786597,50,0,0.0,1,4
363,-145.62125116090277,-48.54041705363426,-48.70708372030093,-48.20708372030093,-48.70708372030093,50,0,0.0,1,4
364,-107.21002430120558,-35.73667476706853,-35.40334143373519,-35.90334143373519,-35.90334143373519,50,0,0.0,1,4
365,-129.87956324771815,-43.29318774923939,-43.29318774923939,-43.29318774923939,-43.29318774923939,50,0,0.0,1,4
366,-94.77584312994996,-31.59194770998332,-31.59194770998332,-31.59194770998332,-31.59194770998332,50,0,0.0,1,4
367,-186.2224623378683,-62.07415411262277,-62.07415411262277,-62.07415411262277,-62.07415411262277,50,0,0.0,1,4
368,-122.8403314545333,-40.9467771515111,-39.9467771515111,-41.44677715151111,-41.44677715151111,50,0,0.0,1,4
369,-186.32516515604595,-62.108388385348654,-62.10838838534865,-62.10838838534865,-62.10838838534865,50,0,0.0,1,4
370,-123.88478906080536,-41.29492968693512,-41.29492968693512,-41.29492968693512,-41.29492968693512,50,0,0.0,1,4
371,-185.6854910244596,-61.89516367481986,-61.89516367481986,-61.89516367481986,-61.89516367481986,50,0,0.0,1,4
372,-100.01636547129168,-33.33878849043056,-33.33878849043056,-33.33878849043056,-33.33878849043056,50,0,0.0,1,4
373,-125.79316302507434,-41.93105434169144,-41.93105434169144,-41.93105434169144,-41.93105434169144,50,0,0.0,1,4
374,-241.82375133146093,-80.60791711048698,-81.10791711048698,-79.60791711048698,-81.10791711048698,50,0,0.0,1,4
375,-126.5085784597468,-42.16952615324893,-42.16952615324893,-42.16952615324893,-42.16952615324893,50,0,0.0,1,4
376,-188.29675142433751,-62.7655838081125,-63.7655838081125,-62.2655838081125,-62.2655838081125,50,0,0.0,1,4
377,-142.82458253924256,-47.60819417974752,-47.60819417974752,-47.60819417974752,-47.60819417974752,50,0,0.0,1,4
378,-215.21053610390115,-71.73684536796705,-71.73684536796705,-71.73684536796705,-71.73684536796705,50,0,0.0,1,4
379,-67.46097303477589,-22.486991011591964,-22.48699101159196,-22.48699101159196,-22.48699101159196,50,0,0.0,1,4
380,-233.39362830307363,-77.79787610102454,-77.79787610102454,-77.79787610102454,-77.79787610102454,50,0,0.0,1,4
381,-175.20577642113585,-58.40192547371195,-58.40192547371195,-58.40192547371195,-58.40192547371195,50,0,0.0,1,4
382,-123.55717782276264,-41.18572594092088,-41.18572594092088,-41.18572594092088,-41.18572594092088,50,0,0.0,1,4
383,-189.60022858794895,-63.200076195982994,-63.200076195982994,-63.200076195982994,-63.200076195982994,50,0,0.0,1,4
384,-156.93022399165835,-52.31007466388612,-52.31007466388611,-52.31007466388611,-52.31007466388611,50,0,0.0,1,4
385,-152.51849534819254,-50.83949844939752,-50.83949844939752,-50.83949844939752,-50.83949844939752,50,0,0.0,1,4
386,-95.7763779195634,-31.92545930652113,-32.425459306521134,-30.92545930652113,-32.425459306521134,50,0,0.0,1,4
387,-150.23385138914955,-50.07795046304985,-50.07795046304985,-50.07795046304985,-50.07795046304985,50,0,0.0,1,4
388,-226.6136190519515,-75.53787301731717,-74.53787301731718,-76.03787301731717,-76.03787301731717,50,0,0.0,1,4
389,-168.2144577929808,-56.0714859309936,-56.0714859309936,-56.0714859309936,-56.0714859309936,50,0,0.0,1,4
390,-121.50896863429752,-40.502989544765846,-41.002989544765846,-41.002989544765846,-39.502989544765846,50,0,0.0,1,4
391,-192.99299496598644,-64.33099832199548,-64.33099832199548,-64.33099832199548,-64.33099832199548,50,0,0.0,1,4
392,-169.5524733935656,-56.517491131188535,-56.6841577978552,-56.6841577978552,-56.1841577978552,50,0,0.0,1,4
393,-170.25627964809067,-56.75209321603023,-56.75209321603023,-56.75209321603023,-56.75209321603023,50,0,0.0,1,4
394,-131.3188084456807,-43.77293614856024,-43.4396028152269,-43.9396028152269,-43.9396028152269,50,0,0.0,1,4
395,-80.69177138888453,-26.897257129628176,-26.897257129628176,-26.897257129628176,-26.897257129628176,50,0,0.0,1,4
396,-137.5788505779324,-45.8596168593108,-45.8596168593108,-45.8596168593108,-45.8596168593108,50,0,0.0,1,4
397,-136.64699577269477,-45.54899859089826,-45.54899859089825,-45.54899859089825,-45.54899859089825,50,0,0.0,1,4
398,-122.34686603861267,-40.78228867953756,-40.78228867953756,-40.78228867953756,-40.78228867953756,50,0,0.0,1,4
399,-95.75027573254158,-31.91675857751386,-31.91675857751386,-31.91675857751386,-31.91675857751386,50,0,0.0,1,4
400,-119.74666240999451,-39.91555413666484,-39.91555413666484,-39.91555413666484,-39.91555413666484,50,0,0.0,1,4
401,-156.40072706468032,-52.13357568822678,-52.13357568822677,-52.13357568822677,-52.13357568822677,50,0,0.0,1,4
402,-193.94298978587148,-64.64766326195716,-64.81432992862382,-64.81432992862382,-64.31432992862382,50,0,0.0,1,4
403,-86.40951747324809,-28.80317249108269,-29.136505824416023,-28.636505824416027,-28.636505824416027,50,0,0.0,1,4
404,-198.47298977260724,-66.15766325753575,-66.15766325753575,-66.15766325753575,-66.15766325753575,50,0,0.0,1,4
405,-115.1152452917789,-38.371748430592966,-38.371748430592966,-38.371748430592966,-38.371748430592966,50,0,0.0,1,4
406,-199.295796779991,-66.431932259997,-66.59859892666367,-66.09859892666367,-66.59859892666367,50,0,0.0,1,4
407,-178.0431603917369,-59.34772013057897,-59.34772013057897,-59.34772013057897,-59.34772013057897,50,0,0.0,1,4
408,-190.15636158305472,-63.38545386101824,-63.38545386101824,-63.38545386101824,-63.38545386101824,50,0,0.0,1,4
409,-115.84895660527742,-38.61631886842581,-38.61631886842581,-38.61631886842581,-38.61631886842581,50,0,0.0,1,4
410,-122.87367616063426,-40.957892053544754,-40.957892053544754,-40.957892053544754,-40.957892053544754,50,0,0.0,1,4
411,-147.0950096856625,-49.03166989522083,-49.53166989522083,-48.03166989522083,-49.53166989522083,50,0,0.0,1,4
412,-129.75027875978088,-43.25009291992696,-43.25009291992696,-43.25009291992696,-43.25009291992696,50,0,0.0,1,4
413,-184.61580207625408,-61.538600692084685,-61.70526735875136,-61.70526735875136,-61.20526735875136,50,0,0.0,1,4
414,-137.65067742082698,-45.88355914027566,-46.05022580694233,-45.55022580694233,-46.05022580694233,50,0,0.0,1,4
415,-191.59870131244463,-63.86623377081488,-63.03290043748154,-63.53290043748154,-65.03290043748154,50,0,0.0,1,4
416,-175.6136168186926,-58.53787227289754,-58.7045389395642,-58.7045389395642,-58.2045389395642,50,0,0.0,1,4
417,-83.96174708147916,-27.98724902715972,-27.98724902715972,-27.98724902715972,-27.98724902715972,50,0,0.0,1,4
418,-129.82933253870047,-43.27644417956682,-43.27644417956682,-43.27644417956682,-43.27644417956682,50,0,0.0,1,4
419,-244.0103818091814,-81.3367939363938,-81.3367939363938,-81.3367939363938,-81.3367939363938,50,0,0.0,1,4
420,-240.36221957547505,-80.12073985849167,-80.454073191825,-79.454073191825,-80.454073191825,50,0,0.0,1,4
421,-111.38333267325024,-37.12777755775008,-37.12777755775008,-37.12777755775008,-37.12777755775008,50,0,0.0,1,4
422,-58.26743560784422,-19.422478535948077,-19.422478535948077,-19.422478535948077,-19.422478535948077,50,0,0.0,1,4
423,-93.46112355818714,-31.153707852729045,-31.320374519395717,-30.820374519395717,-31.320374519395717,50,0,0.0,1,4
424,-145.38290669257364,-48.46096889752455,-48.46096889752455,-48.46096889752455,-48.46096889752455,50,0,0.0,1,4
425,-100.19849868442874,-33.39949956147625,-33.39949956147625,-33.39949956147625,-33.39949956147625,50,0,0.0,1,4
426,-178.8508129120002,-59.6169376373334,-59.6169376373334,-59.6169376373334,-59.6169376373334,50,0,0.0,1,4
427,-193.54173427038995,-64.51391142346331,-64.68057809012998,-64.18057809012998,-64.68057809012998,50,0,0.0,1,4
428,-169.86281691377903,-56.62093897125968,-57.12093897125968,-55.62093897125968,-57.12093897125968,50,0,0.0,1,4
429,-164.6404129138479,-54.8801376379493,-55.3801376379493,-55.3801376379493,-53.8801376379493,50,0,0.0,1,4
430,-207.26384689430424,-69.08794896476807,-69.25461563143475,-68.75461563143475,-69.25461563143475,50,0,0.0,1,4
431,-120.9473610955178,-40.31578703183927,-40.31578703183927,-40.31578703183927,-40.31578703183927,50,0,0.0,1,4
432,-96.16490306921222,-32.0549676897374,-32.38830102307074,-32.38830102307074,-31.38830102307074,50,0,0.0,1,4
433,-171.96997038204273,-57.32332346068091,-56.32332346068091,-57.82332346068091,-57.82332346068091,50,0,0.0,1,4
434,-135.83464849254875,-45.27821616418292,-45.27821616418292,-45.27821616418292,-45.27821616418292,50,0,0.0,1,4
435,-72.02433754080343,-24.008112513601144,-24.008112513601144,-24.008112513601144,-24.008112513601144,50,0,0.0,1,4
436,-144.12274661263004,-48.04091553754335,-48.54091553754335,-48.54091553754335,-47.04091553754335,50,0,0.0,1,4
437,-190.6432561601665,-63.54775205338884,-64.54775205338883,-61.54775205338883,-64.54775205338883,50,0,0.0,1,4
438,-229.19632508610133,-76.39877502870046,-75.56544169536711,-77.06544169536711,-76.56544169536711,50,0,0.0,1,4
439,-88.35465912700275,-29.45155304233425,-29.45155304233425,-29.45155304233425,-29.45155304233425,50,0,0.0,1,4
440,-135.82721880669294,-45.27573960223098,-45.275739602230985,-45.275739602230985,-45.275739602230985,50,0,0.0,1,4
441,-202.9332940583573,-67.64443135278576,-67.64443135278576,-67.64443135278576,-67.64443135278576,50,0,0.0,1,4
442,-137.75858880514645,-45.91952960171548,-45.91952960171548,-45.91952960171548,-45.91952960171548,50,0,0.0,1,4
443,-145.6876015979972,-48.562533865999065,-47.562533865999065,-49.062533865999065,-49.062533865999065,50,0,0.0,1,4
444,-192.8825672648609,-64.29418908828697,-64.29418908828697,-64.29418908828697,-64.29418908828697,50,0,0.0,1,4
445,-51.329018675288,-17.109672891762667,-17.109672891762667,-17.109672891762667,-17.109672891762667,50,0,0.0,1,4
446,-115.3865572663354,-38.462185755445134,-38.962185755445134,-37.46218575544514,-38.962185755445134,50,0,0.0,1,4
447,-62.81082899336285,-20.93694299778761,-20.93694299778761,-20.93694299778761,-20.93694299778761,50,0,0.0,1,4
448,-174.49334890339662,-58.16444963446554,-58.831116301132205,-58.831116301132205,-56.83111630113222,50,0,0.0,1,4
449,-82.08767842752462,-27.36255947584154,-27.362559475841543,-27.362559475841543,-27.362559475841543,50,0,0.0,1,4
450,-145.2887208118685,-48.429573603956165,-48.429573603956165,-48.429573603956165,-48.429573603956165,50,0,0.0,1,4
451,-280.306729938746,-93.43557664624866,-93.93557664624868,-92.43557664624868,-93.93557664624868,50,0,0.0,1,4
452,-156.08630987760986,-52.02876995920329,-52.362103292536624,-51.362103292536624,-52.362103292536624,50,0,0.0,1,4
453,-125.6311927676704,-41.87706425589013,-41.5437309225568,-42.0437309225568,-42.0437309225568,50,0,0.0,1,4
454,-185.8281374828013,-61.94271249426711,-61.94271249426711,-61.94271249426711,-61.94271249426711,50,0,0.0,1,4
455,-97.38876605459392,-32.46292201819798,-32.46292201819798,-32.46292201819798,-32.46292201819798,50,0,0.0,1,4
456,-289.59781072071246,-96.53260357357082,-95.53260357357082,-97.03260357357082,-97.03260357357082,50,0,0.0,1,4
457,-118.07781870458068,-39.35927290152689,-39.35927290152689,-39.35927290152689,-39.35927290152689,50,0,0.0,1,4
458,-93.82630710209254,-31.275435700697518,-31.275435700697518,-31.275435700697518,-31.275435700697518,50,0,0.0,1,4
459,-129.3716413278868,-43.12388044262894,-43.12388044262894,-43.12388044262894,-43.12388044262894,50,0,0.0,1,4
460,-299.85875537504467,-99.95291845834822,-100.11958512501488,-99.61958512501486,-100.11958512501488,50,0,0.0,1,4
461,-168.70166751546287,-56.23388917182096,-56.23388917182096,-56.23388917182096,-56.23388917182096,50,0,0.0,1,4
462,-151.7757675220126,-50.59192250733753,-50.75858917400419,-50.25858917400419,-50.75858917400419,50,0,0.0,1,4
463,-122.48523860377158,-40.82841286792386,-40.82841286792386,-40.82841286792386,-40.82841286792386,50,0,0.0,1,4
464,-122.89269561013482,-40.96423187004494,-40.96423187004494,-40.96423187004494,-40.96423187004494,50,0,0.0,1,4
465,-157.0101252010667,-52.33670840035557,-52.1700417336889,-51.6700417336889,-53.1700417336889,50,0,0.0,1,4
466,-163.73662320174165,-54.57887440058055,-54.57887440058055,-54.57887440058055,-54.57887440058055,50,0,0.0,1,4
467,-214.2002724024265,-71.40009080080884,-71.40009080080884,-71.40009080080884,-71.40009080080884,50,0,0.0,1,4
468,-152.25021602745022,-50.75007200915008,-50.75007200915008,-50.75007200915008,-50.75007200915008,50,0,0.0,1,4
469,-145.24818982773297,-48.41606327591099,-48.416063275910986,-48.416063275910986,-48.416063275910986,50,0,0.0,1,4
470,-194.5818296219212,-64.86060987397373,-64.86060987397373,-64.86060987397373,-64.86060987397373,50,0,0.0,1,4
